PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Boi, FS; Liu, MJ; Xia, JC; Odunmbaku, O; Taallah, A; Wen, JQ				Boi, Filippo S.; Liu, Mengjiao; Xia, JiaChen; Odunmbaku, Omololu; Taallah, Ayoub; Wen, Jiqiu			Temperature driven anomalous unit-cell c-axis shifts in highly oriented pyrolytic graphite measured at the magic-angle	CARBON			English	Article							ROOM-TEMPERATURE; SUPERCONDUCTIVITY	Small misfit-angles in the grain boundary of HOPG interfaces have been recently reported to act as a source of unusual superconductive effects, with significant changes in the electronic-band-structure. These observations may imply that possible structural-transitions can exist with the variation of the temperature. In this letter we report the presence of temperature driven structural-transitions in the temperature range from 298.15 to 673.15 K measured under magic-angle HOPG (0.8 degrees; +/- 0.2 degrees, first magic-angle). Novel memory effects consisting in an anomalous reversible linear increase of the c-axis unit cell values of HOPG with the increase of the temperature are described. (c) 2019 Elsevier Ltd. All rights reserved.	[Boi, Filippo S.; Xia, JiaChen; Odunmbaku, Omololu; Taallah, Ayoub] Sichuan Univ, Coll Phys Sci & Technol, Chengdu, Sichuan, Peoples R China; [Boi, Filippo S.; Xia, JiaChen; Odunmbaku, Omololu; Taallah, Ayoub] Sichuan Univ, Sino British Joint Mat Res Inst, Chengdu, Sichuan, Peoples R China; [Liu, Mengjiao] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu, Sichuan, Peoples R China; [Wen, Jiqiu] Sichuan Univ, Analyt & Testing Ctr, Chengdu, Sichuan, Peoples R China	Boi, FS (reprint author), Sichuan Univ, Coll Phys Sci & Technol, Chengdu, Sichuan, Peoples R China.	f.boi@scu.edu.cn	Boi, Filippo S./AAD-9895-2020	Boi, Filippo/0000-0002-1586-5141	NSFCNational Natural Science Foundation of China [11750110413]	We acknowledge NSFC Grant No 11750110413.gs1		13	5	5	0	7	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0008-6223	1873-3891		CARBON	Carbon	APR	2019	145						690	693		10.1016/j.carbon.2019.01.066			4	Chemistry, Physical; Materials Science, Multidisciplinary	Chemistry; Materials Science	HV6DB	WOS:000466073000072					2020-05-24	
J	Tang, M; Wang, J; Lu, JP; Wei, GW; Wei, C; Wei, Y				Tang, Mei; Wang, Jie; Lu, Jianping; Wei, Guiwu; Wei, Cun; Wei, Yu			Dual Hesitant Pythagorean Fuzzy Heronian Mean Operators in Multiple Attribute Decision Making	MATHEMATICS			English	Article						multiple attribute decision-making (MADM); dual hesitant Pythagorean fuzzy sets (DHPFSs); dual hesitant Pythagorean fuzzy generalized weighted Heronian mean (DHPFGWHM) operator; dual hesitant Pythagorean fuzzy generalized geometric weighted Heronian mean (DHPFGGWHM) operator; green supplier selection; supply chain management	AGGREGATION OPERATORS; MARKET VOLATILITY; INFORMATION	On account of the indeterminacy and subjectivity of decision makers (DMs) in complexity decision-making environments, the evaluation information over alternatives presented by DMs is usually fuzzy and ambiguous. As the generalization of intuitionistic fuzzy sets (IFSs), the Pythagorean fuzzy set (PFS) is more useful in expressing fuzzy and ambiguous information. Meanwhile, in order to consider human hesitance, dual hesitant Pythagorean fuzzy sets (DHPFSs) are presented, which can be more valid for handling real multiple attribute decision-making (MADM) problems. To fuse the information in DHPFSs more effectively, in this article, some dual hesitant Pythagorean fuzzy Heronian mean operators, which can consider the relationships between arguments being fused, are defined and studied. Evidently, the new proposed operators can obtain more exact results than other existing methods. In addition, some important properties of these Heronian mean (HM) operators are discussed. Subsequently, the defined aggregation operators are used in MADM with dual hesitant Pythagorean fuzzy numbers (DHPFNs), and the MADM model is developed. In accordance with the defined operators and the built model, the dual hesitant Pythagorean fuzzy generalized weighted Heronian mean (DHPFGWHM) operator and dual hesitant Pythagorean fuzzy generalized geometric weighted Heronian mean (DHPFGGWHM) operator are applied to deal with the green supplier selection in supply chain management, and the availability and superiority of the proposed operators are analyzed by comparing them with some existing approaches. The method presented in this paper can effectively solve the MADM problems in which the decision-making information is expressed by DHPFNs and the attributes are interactive.	[Tang, Mei; Wang, Jie; Lu, Jianping; Wei, Guiwu; Wei, Cun] Sichuan Normal Univ, Sch Business, Chengdu 610101, Sichuan, Peoples R China; [Wei, Cun] Southwestern Univ Finance & Econ, Sch Stat, Chengdu 611130, Sichuan, Peoples R China; [Wei, Yu] Yunnan Univ Finance & Econ, Sch Finance, Kunming 650221, Yunnan, Peoples R China	Wei, Y (reprint author), Yunnan Univ Finance & Econ, Sch Finance, Kunming 650221, Yunnan, Peoples R China.	15882583803@163.com; JW970326@163.com; lujp2002@163.com; weiguiwu1973@sicnu.edu.cn; weicun1990@163.com; weiyusy@126.com			University Students' Innovation and Entrepreneurship Training Program Project of Sichuan Normal University [201810636122]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China [71571128]	This work was supported by the University Students' Innovation and Entrepreneurship Training Program Project of Sichuan Normal University under Grant No. 201810636122 and the National Natural Science Foundation of China under Grant No. 71571128.		74	20	20	1	9	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND	2227-7390			MATHEMATICS-BASEL	Mathematics	APR	2019	7	4							344	10.3390/math7040344			27	Mathematics	Mathematics	HX6DY	WOS:000467495500037		DOAJ Gold	Y	N	2020-05-24	
J	Wang, P; Wang, J; Wei, GW; Wei, C				Wang, Ping; Wang, Jie; Wei, Guiwu; Wei, Cun			Similarity Measures of q-Rung Orthopair Fuzzy Sets Based on Cosine Function and Their Applications	MATHEMATICS			English	Article						multiple attribute decision-making (MADM); q-rung orthopair fuzzy sets (q-ROFSs); cosine function; cosine similarity measure; pattern recognition; scheme selection	DECISION-MAKING; MEAN OPERATORS; EXTENSION; VIKOR	In this article, we propose another form of ten similarity measures by considering the function of membership degree, non-membership degree, and indeterminacy membership degree between the q-ROFSs on the basis of the traditional cosine similarity measures and cotangent similarity measures. Then, we utilize our presented ten similarity measures and ten weighted similarity measures between q-ROFSs to deal with multiple attribute decision-making (MADM) problems including pattern recognition and scheme selection. Finally, two numerical examples are provided to illustrate the scientific and effective of the similarity measures for pattern recognition and scheme selection.	[Wang, Ping] Sichuan Normal Univ, Inst Technol, Chengdu 610101, Sichuan, Peoples R China; [Wang, Jie; Wei, Guiwu; Wei, Cun] Sichuan Normal Univ, Sch Business, Chengdu 610101, Sichuan, Peoples R China; [Wei, Cun] Southwestern Univ Finance & Econ, Sch Stat, Chengdu 611130, Sichuan, Peoples R China	Wei, GW (reprint author), Sichuan Normal Univ, Sch Business, Chengdu 610101, Sichuan, Peoples R China.	WangPing97@163.com; JW970326@163.com; weiguiwu1973@sicnu.edu.cn; weicun1990@163.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61174149, 71571128]; Humanities and Social Sciences Foundation of Ministry of Education of the People's Republic of China [14YJCZH091, 15XJA630006]; Construction Plan of Scientific Research Innovation Team for Colleges and Universities in Sichuan Province [15TD0004]	The work was supported by the National Natural Science Foundation of China under Grant No. 61174149 and 71571128, the Humanities and Social Sciences Foundation of Ministry of Education of the People's Republic of China (Grant No. 14YJCZH091, 15XJA630006), and the Construction Plan of Scientific Research Innovation Team for Colleges and Universities in Sichuan Province (15TD0004).		59	25	25	2	13	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND	2227-7390			MATHEMATICS-BASEL	Mathematics	APR	2019	7	4							UNSP 340	10.3390/math7040340			23	Mathematics	Mathematics	HX6DY	WOS:000467495500033		DOAJ Gold	Y	N	2020-05-24	
J	Zhang, J; Shu, J				Zhang, Jian; Shu, Ji			Existence and upper semicontinuity of random attractors for non-autonomous fractional stochastic Ginzburg-Landau equations	JOURNAL OF MATHEMATICAL PHYSICS			English	Article							LATTICE DYNAMICAL-SYSTEMS; ASYMPTOTIC-BEHAVIOR; WELL-POSEDNESS; DRIVEN; SUFFICIENT; NOISE; WEAK	This paper deals with the dynamical behavior of solutions for nonautonomous stochastic fractional Ginzburg-Landau equations driven by multiplicative noise with alpha is an element of (0, 1). We first transform the stochastic equation into a random equation, the solutions of which generate a random dynamical system. Consequently, we establish the existence and uniqueness of tempered pullback random attractors for the equations in abounded domain. Finally, we obtain the upper semicontinuity of random attractors when the intensity of noise approaches zero. Published under license by All) Publishing.	[Zhang, Jian] Univ Elect Sci & Technol China, Sch Math Sci, Chengdu 611731, Sichuan, Peoples R China; [Shu, Ji] Sichuan Normal Univ, Sch Math Sci, Chengdu 610066, Sichuan, Peoples R China; [Shu, Ji] Sichuan Normal Univ, VC & VR Key Lab, Chengdu 610066, Sichuan, Peoples R China	Zhang, J (reprint author), Univ Elect Sci & Technol China, Sch Math Sci, Chengdu 611731, Sichuan, Peoples R China.	zhangjiancdv@sina.com; shuji2008@hotmail.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [11571245, 11871138]; V.C. and V.R. Key Lab of Sichuan Province	The authors would like to thank the reviewers for their helpful comments. This work was partially supported by the National Natural Science Foundation of China (Grant Nos. 11571245 and 11871138) and the funding of V.C. and V.R. Key Lab of Sichuan Province.		57	1	1	2	6	AMER INST PHYSICS	MELVILLE	1305 WALT WHITMAN RD, STE 300, MELVILLE, NY 11747-4501 USA	0022-2488	1089-7658		J MATH PHYS	J. Math. Phys.	APR	2019	60	4							042702	10.1063/1.5037480			16	Physics, Mathematical	Physics	HW5AH	WOS:000466701000020					2020-05-24	
J	Dinh, KN; Liang, QH; Du, CF; Zhao, J; Tok, ALY; Mao, H; Yan, QY				Khang Ngoc Dinh; Liang, Qinghua; Du, Cheng-Feng; Zhao, Jin; Tok, Alfred Ling Yoong; Mao, Hui; Yan, Qingyu			Nanostructured metallic transition metal carbides, nitrides, phosphides, and borides for energy storage and conversion	NANO TODAY			English	Review						Metallic transition metal-based nanomaterials; Enhanced electrical conductivity; Energy conversion; Energy storage; Electrochemical water splitting; Lithium ion battery	HYDROGEN EVOLUTION REACTION; CHEMICAL-VAPOR-DEPOSITION; HIGHLY EFFICIENT CATALYSIS; DOPED CARBON NANOTUBES; STABLE ANODE MATERIALS; LITHIUM ION BATTERIES; OXYGEN EVOLUTION; HIGH-PERFORMANCE; NICKEL PHOSPHIDE; BIFUNCTIONAL ELECTROCATALYSTS	Metallic-like transition metal-based nanostructures (MLTMNs) has recently arisen as robust and highly efficient materials for energy storage and conversion. Owning to extraordinary advantages over the semiconducting/insulating ones (in terms of fast reaction kinetics, rapid electrical transport, and intrinsically high activity) combined with the high natural abundance, this class of materials is progressively developed towards commercial applications in real energy technologies. This review summarizes and discusses the progress in energy storages and conversions that employ MLTMNs. After the introduction and fundamental characteristics, developments in synthetic methodologies of MLTMNs and its application in energy storage and conversion are provided with more attention on strategies to improve electrochemical performances. Personal outlook on the challenges and opportunities of MLTMNs for industrial applications in real energy technologies are proposed and discussed in the conclusion. (C) 2019 Elsevier Ltd. All rights reserved.	[Khang Ngoc Dinh; Yan, Qingyu] Nanyang Technol Univ, Interdisciplinary Grad Sch, Energy Res Inst NTU ERI N, Singapore 637553, Singapore; [Khang Ngoc Dinh; Liang, Qinghua; Du, Cheng-Feng; Zhao, Jin; Tok, Alfred Ling Yoong; Yan, Qingyu] Nanyang Technol Univ, Sch Mat Sci & Engn, Singapore 639798, Singapore; [Du, Cheng-Feng] Northwestern Polytech Univ, State Key Lab Solidificat Proc, Ctr Adv Lubricat & Seal Mat, Xian, Shaanxi, Peoples R China; [Mao, Hui] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610068, Sichuan, Peoples R China	Yan, QY (reprint author), Nanyang Technol Univ, Interdisciplinary Grad Sch, Energy Res Inst NTU ERI N, Singapore 637553, Singapore.; Yan, QY (reprint author), Nanyang Technol Univ, Sch Mat Sci & Engn, Singapore 639798, Singapore.; Mao, H (reprint author), Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610068, Sichuan, Peoples R China.	rejoice222@163.com; Alexyan@ntu.edu.sg	Yan, Qingyu/A-2237-2011; Liang, Qinghua/Q-1776-2019	Liang, Qinghua/0000-0001-5980-9371; Yan, Qingyu/0000-0003-0317-3225; Tok, Alfred/0000-0003-3546-7180	Singapore MOE AcRF Tier 1 [RG119/16, 2017-T1-002-009]; Singapore EMA project [EIRP12/NRF2015EWT-EIRP002-008]; Guoxuan-NTU joint lab	The authors gratefully acknowledge the financial support from Singapore MOE AcRF Tier 1 under grant Nos. RG119/16 and 2017-T1-002-009, Singapore EMA project EIRP12/NRF2015EWT-EIRP002-008, and Guoxuan-NTU joint lab.		222	33	34	131	278	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	1748-0132	1878-044X		NANO TODAY	Nano Today	APR	2019	25						99	121		10.1016/j.nantod.2019.02.008			23	Chemistry, Multidisciplinary; Nanoscience & Nanotechnology; Materials Science, Multidisciplinary	Chemistry; Science & Technology - Other Topics; Materials Science	HV8UF	WOS:000466258900012			Y	N	2020-05-24	
J	Tang, XY; Wei, GW				Tang, Xiyue; Wei, Guiwu			Multiple Attribute Decision<bold>-</bold>Making with Dual Hesitant Pythagorean Fuzzy Information	COGNITIVE COMPUTATION			English	Article						Multiple attribute decision-making (MADM); Dual hesitant Pythagorean fuzzy sets; Dual hesitant Pythagorean fuzzy weighted Bonferroni mean (DHPFWBM) operator; Dual hesitant Pythagorean fuzzy weighted geometric Bonferroni mean (DHPFWGBM) operator; Supplier selection; Supply chain management	BONFERRONI MEAN OPERATORS; HAMACHER AGGREGATION OPERATORS; SIMILARITY MEASURES; SETS; TOPSIS	Due to the uncertainty and complexity of socioeconomic environments and cognitive diversity of decision makers, the cognitive information over alternatives provided by decision makers is usually uncertain and fuzzy. Dual hesitant Pythagorean fuzzy sets (DHPFSs) provide a useful tool to depict the uncertain and fuzzy cognitions of the decision makers over attributes. To effectively handle such common cases, in this paper, some Bonferroni mean (BM) operators under DHPFS environment are proposed and some methods for multiple attribute decision-making (MADM) problems based on the BM operators with dual Pythagorean hesitant fuzzy numbers (DHPFNs) are investigated. Firstly, some new BM operators to aggregate dual Pythagorean hesitant fuzzy cognitive information are developed, which consider the interrelationship of DHPFNs, and can generate more accurate results than the existing dual Pythagorean hesitant fuzzy aggregation operators. Then, the developed aggregation operator is applied to MADM with DHPFNs and two MADM methods are designed, which can be applied to different decision-making situations. Based on the proposed operators and built models, two methods are developed to solve the MADM problems with DHPFNs and the validity and advantages of the proposed method are analyzed by comparison with some existing approaches. The methods proposed in this paper can effectively handle the MADM problems in which the attribute information is expressed by DHPFNs, the attributes' weights are completely known, and the attributes are interactive.	[Tang, Xiyue; Wei, Guiwu] Sichuan Normal Univ, Sch Business, Chengdu 610101, Sichuan, Peoples R China	Wei, GW (reprint author), Sichuan Normal Univ, Sch Business, Chengdu 610101, Sichuan, Peoples R China.	weiguiwu@163.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [71571128]; Construction Plan of Scientific Research Innovation Team for Colleges and Universities in Sichuan Province [15TD0004]	The work was supported by the National Natural Science Foundation of China under Grant No. 71571128 and the Construction Plan of Scientific Research Innovation Team for Colleges and Universities in Sichuan Province (15TD0004).		78	30	30	13	27	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	1866-9956	1866-9964		COGN COMPUT	Cogn. Comput.	APR	2019	11	2					193	211		10.1007/s12559-018-9610-9			19	Computer Science, Artificial Intelligence; Neurosciences	Computer Science; Neurosciences & Neurology	HT8RK	WOS:000464832100003			Y	N	2020-05-24	
J	Zhao, MM; Qian, Z; Hou, BP; Liu, Y; Zhao, YH				Zhao, Miao-Miao; Qian, Zhuo; Hou, Bang-Pin; Liu, Yong; Zhao, Yong-Hong			Optomechanical properties of a degenerate nonperiodic cavity chain	FRONTIERS OF PHYSICS			English	Article						optomechanics; optomechanically induced transparency (OMIT)	ELECTROMAGNETICALLY INDUCED TRANSPARENCY; SLOW LIGHT; LASER	The absorption of single-cavity and double-cavity optomechanical systems and periodic optomechanical lattices has previously been investigated extensively. In this paper, we present the absorption of a nonperiodic cavity chain, where the absorption value on the resonance point shows switchable dips or peaks, according to whether the optomechanical interaction is at an odd or even-numbered position in the chain. Meanwhile, the value of absorption due to the optomechanical interaction varies with the number of the bare cavities. The calculated results may have some novel applications, such as detecting the position of the movable mirror in a long cavity chain, which would be useful in quantum information processing based on optomechanical systems.	[Zhao, Miao-Miao; Qian, Zhuo; Hou, Bang-Pin; Zhao, Yong-Hong] Sichuan Normal Univ, Coll Phys & Elect Engn, Ctr Computat Sci, Chengdu 610068, Sichuan, Peoples R China; [Liu, Yong] Yanshan Univ, State Key Lab Metastable Mat Sci & Technol, Sch Sci, Qinhuangdao 066004, Hebei, Peoples R China; [Liu, Yong] Yanshan Univ, Key Lab Microstruct Mat Phys Hebei Prov, Sch Sci, Qinhuangdao 066004, Hebei, Peoples R China	Hou, BP; Zhao, YH (reprint author), Sichuan Normal Univ, Coll Phys & Elect Engn, Ctr Computat Sci, Chengdu 610068, Sichuan, Peoples R China.; Liu, Y (reprint author), Yanshan Univ, State Key Lab Metastable Mat Sci & Technol, Sch Sci, Qinhuangdao 066004, Hebei, Peoples R China.; Liu, Y (reprint author), Yanshan Univ, Key Lab Microstruct Mat Phys Hebei Prov, Sch Sci, Qinhuangdao 066004, Hebei, Peoples R China.	bphou@sicnu.edu.cn; yongliu@ysu.edu.cn; yhzhao.cd@gmail.com	Liu, Yong/AAH-3998-2020		NSFCNational Natural Science Foundation of China [11874273]; Project of Heibei Educational Department, China [ZD2018015]; Key Project of Sichuan Science and Technology Program [2019YFSY0044]	This work was supported by the NSFC (Grant No. 11874273), the Project of Heibei Educational Department, China (No. ZD2018015), and the Key Project of Sichuan Science and Technology Program (No. 2019YFSY0044).		34	1	2	3	7	HIGHER EDUCATION PRESS	BEIJING	CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING 100029, PEOPLES R CHINA	2095-0462			FRONT PHYS-BEIJING	Front. Phys.	APR	2019	14	2							22601	10.1007/s11467-019-0898-z			8	Physics, Multidisciplinary	Physics	HS4NR	WOS:000463840600001					2020-05-24	
J	Huang, LJ; Li, J; Zeng, HM; Zou, GH; Zhao, Y; Huang, L; Bi, J; Gao, DJ; Lin, ZE				Huang, Lijuan; Li, Jing; Zeng, Hongmei; Zou, Guohong; Zhao, Yan; Huang, Ling; Bi, Jian; Gao, Daojiang; Lin, Zhien			Surfactant-Thermal Synthesis of Amino Acid-Templated Zinc Phosphates with 3-Connected Nets Related to Zeolite ABW	INORGANIC CHEMISTRY			English	Article							METAL-ORGANIC FRAMEWORKS; GALLOPHOSPHATE; ZINCOPHOSPHATE; PHOSPHITE; STRATEGY; PHASE	Two crystalline zinc phosphates, formulated as Zn(HPO4)(DL-C5H9NO2) (SCU-3) and Zn(HPO4)(C2H5NO2) (SCU-10), were prepared under surfactant-thermal conditions using amino acids as structure-directing agents. Different from traditional zeolites with 4-connected nets, the two compounds have different 3-connected nets related to zeolite ABW. Powder second-harmonic-generation (SHG) measurement shows that SCU-10 is a nonlinear optically active solid with an SHG efficiency about 1.4 times that of KH2PO4.	[Huang, Lijuan; Li, Jing; Zeng, Hongmei; Zou, Guohong; Lin, Zhien] Sichuan Univ, Coll Chem, Chengdu 610064, Sichuan, Peoples R China; [Huang, Lijuan; Zhao, Yan; Huang, Ling; Bi, Jian; Gao, Daojiang] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610068, Sichuan, Peoples R China	Zou, GH; Lin, ZE (reprint author), Sichuan Univ, Coll Chem, Chengdu 610064, Sichuan, Peoples R China.	zough@scu.edu.cn; zhienlin@scu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [21875146]	The authors are grateful for financial support from the National Natural Science Foundation of China (Grant 21875146).		46	8	8	9	19	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	0020-1669	1520-510X		INORG CHEM	Inorg. Chem.	APR 1	2019	58	7					4089	4092		10.1021/acs.inorgchem.9b00391			4	Chemistry, Inorganic & Nuclear	Chemistry	HR9EO	WOS:000463462200011	30859821				2020-05-24	
J	Yang, CJ; Huang, H; Ni, J; Yang, DF				Yang, Cunjian; Huang, He; Ni, Jing; Yang, Defei			Effects of Topographic Normalization on the Relationship Between Tropical Forest Biomass and Landsat TM Images	JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING			English	Article						Biomass; Remote sensing; Image processing	VEGETATION INDEX; WOODY BIOMASS; BOREAL; CARBON	The tropical forest system of Xishuangbanna is of important value in global forest system, because it is the only green island in the tropical desert belt and the largest intact best-preserved tropical rain forest in China. Discovering the relationship between the tropical forest biomass of Xishuangbanna and Landsat TM data is very important for depicting the tropical forest biomass by using remote sensing. The study aimed to (1) discover the relationship between tropical forest biomass and Landsat Thematic Mapper (TM) images in Xishuangbanna Prefecture, Yunnan Province, China, by using forest permanent plot data and correlation analysis; (2) explore how to improve the relationship by using topographic correction models such as the Lambert cosine correction model (LCCM) and the sun-canopy-sensor topographic correction model (SCSTCM). The results revealed the tropical forest biomass characteristics and the relationship characteristics between the tropical forest biomass and Landsat TM data and its improvement by using LCCM and SCSTCM. The results are beneficial to monitoring the tropical forest biomass variation in Xishuangbanna.	[Yang, Cunjian; Ni, Jing] Sichuan Normal Univ, Res Ctr Remote Sensing & GIS Applicat, Key Lab Land Resources Evaluat & Monitoring South, Minist Educ, 5 Jingan Rd, Chengdu 610066, Sichuan, Peoples R China; [Huang, He] Sichuan Normal Univ, Fundamental Educ Coll, 5 Jingan Rd, Chengdu 610066, Sichuan, Peoples R China; [Yang, Defei] Nanjing Forestry Univ, Coll Landscape Architecture, 159 Longpan Rd, Nanjing 210037, Jiangsu, Peoples R China	Yang, CJ (reprint author), Sichuan Normal Univ, Res Ctr Remote Sensing & GIS Applicat, Key Lab Land Resources Evaluat & Monitoring South, Minist Educ, 5 Jingan Rd, Chengdu 610066, Sichuan, Peoples R China.	yangcj2008@126.com			NNSFNational Natural Science Foundation of China [40771144, 40161007]; ADC 863 [2009AA12Z140]; CFF 973 [2009CB42110, 2007CB714401]	This research was supported by NNSF (Contract Nos. 40771144, 40161007), 863 (Contract No. 2009AA12Z140) and 973 (Contract Nos. 2009CB42110 and 2007CB714401). Thanks go to Jiyuan Liu, Chenglin Dang and Shuying Lv for their kind help.		32	0	0	1	7	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0255-660X	0974-3006		J INDIAN SOC REMOTE	J. Indian Soc. Remote Sens.	APR	2019	47	4					595	601		10.1007/s12524-018-0902-z			7	Environmental Sciences; Remote Sensing	Environmental Sciences & Ecology; Remote Sensing	HR4CF	WOS:000463090900006					2020-05-24	
J	Bai, ZQ; Chang, J; Ji, GF; Ge, NN				Bai, Zi-Qiu; Chang, Jing; Ji, Guang-Fu; Ge, Ni-Na			Pressure-induced metallization of condensed-phase RDX: molecular dynamic simulations in conjunction with MSST method	CANADIAN JOURNAL OF CHEMISTRY			English	Article						sensitive; metallization pressure; electron properties	THERMAL-DECOMPOSITION; ENERGETIC MATERIALS; AB-INITIO; UNIMOLECULAR DECOMPOSITION; SHOCK-WAVES; BETA-HMX; MECHANISM; COMPRESSION; EXPLOSIVES; EXPANSION	The anisotropy of impact sensitivity and microscopic electron properties of the cyclotrimethylene trinitramine (C3H6N6O6) (RDX) under shock loading are investigated in our work. The simulation is performed using molecular dynamic (MD) simulations in conjunction with multi- scale shock technique (MSST). By calculating the microscopic electronic properties and combining the thermodynamic properties, we predict that the metallization pressure of the RDX crystal is approximately 170 GPa under shock loading, which is slightly less than the metallization pressure under hydrostatic pressure. We also found that the microscopic electronic properties are related to the impact sensitivity. When the shock loading is along the z direction, the time of the transition from the insulating state to the metallization of the RDX crystal lags behind the shock loading along the x or y direction. Therefore, we predict that the RDX crystal has a lower sensitivity when the shock loading is along the z direction.	[Bai, Zi-Qiu; Ge, Ni-Na] Southwest Univ Sci & Technol, State Key Lab Environm Friendly Energy Mat, Mianyang 621010, Sichuan, Peoples R China; [Chang, Jing] Sichuan Normal Univ, Inst Solid State Phys, Chengdu 610101, Sichuan, Peoples R China; [Ji, Guang-Fu] China Acad Engn Phys, Inst Fluid Phys, Lab Shock Wave & Detonat Phys Res, Mianyang 621900, Peoples R China	Ge, NN (reprint author), Southwest Univ Sci & Technol, State Key Lab Environm Friendly Energy Mat, Mianyang 621010, Sichuan, Peoples R China.	genina911@163.com		ji, guang fu/0000-0002-0033-6765	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [11504304, 11664002]; Sichuan Science and Technology Program [2018GZ0333, 2017TD0020]; Open Project of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials [15zxfk08]; Longshan academic talent research supporting program of SWUST [18lzxt09, 18LZX646]; Open Foundation of Hypervelocity Impact Research Center of CARDC [20182101]	The authors acknowledge the National Natural Science Foundation of China (grant Nos. 11504304 and 11664002), the support by Sichuan Science and Technology Program 2018GZ0333 and 2017TD0020, the Open Project of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials (15zxfk08), the funding by Longshan academic talent research supporting program of SWUST No. 18lzxt09 and No. 18LZX646, and the support from the Open Foundation of Hypervelocity Impact Research Center of CARDC under grant No. 20182101.		42	1	1	7	25	CANADIAN SCIENCE PUBLISHING, NRC RESEARCH PRESS	OTTAWA	65 AURIGA DR, SUITE 203, OTTAWA, ON K2E 7W6, CANADA	0008-4042	1480-3291		CAN J CHEM	Can. J. Chem.	APR	2019	97	4					245	253		10.1139/cjc-2018-0256			9	Chemistry, Multidisciplinary	Chemistry	HR0AG	WOS:000462789300001		Green Accepted			2020-05-24	
