PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Liu, XL				Liu, Xiao-lan			Common fixed point theorem for six self mappings in Menger space	JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS			English	Article						T-norm; Menger space; Common fixed point theorem; Weakly compatible; Complete		We present common fixed point theorems for six self mappings in Menger space. In this paper, we prove the theorem through the weak compatibility not compatibility. Meanwhile, we improve this theorem by use of the property(E.A). Generalizations and extensions of known results are thereby obtained. (C) 2013 Elsevier Inc. All rights reserved.	[Liu, Xiao-lan] Sichuan Normal Univ, Dept Math, Chengdu 610068, Sichuan, Peoples R China; [Liu, Xiao-lan] Sichuan Univ Sci & Engn, Sch Sci, Zigong 643000, Sichuan, Peoples R China	Liu, XL (reprint author), Sichuan Normal Univ, Dept Math, Chengdu 610068, Sichuan, Peoples R China.	stellalwp@163.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [10701059]; Scientific Research Fund of Sichuan University of Science and Engineering [2012KY08]; Scientific Research Fund of School of Science SUSE [10LXYB03]	This research was supported by National Natural Science Foundation of China (grant No. 10701059), Scientific Research Fund of Sichuan University of Science and Engineering (2012KY08), Scientific Research Fund of School of Science SUSE (10LXYB03).		15	1	1	0	1	ACADEMIC PRESS INC ELSEVIER SCIENCE	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA	0022-247X	1096-0813		J MATH ANAL APPL	J. Math. Anal. Appl.	AUG 15	2013	404	2					351	361		10.1016/j.jmaa.2013.03.027			11	Mathematics, Applied; Mathematics	Mathematics	136UX	WOS:000318390000014		Bronze			2020-05-24	
J	Liu, K; Wang, SM; Zhou, XL; Chang, J				Liu, Ke; Wang, Shan-Min; Zhou, Xiao-Lin; Chang, Jing			Theoretical calculations for structural, elastic, and thermodynamic properties of c-W3N4 under high pressure	JOURNAL OF APPLIED PHYSICS			English	Article							1ST-PRINCIPLES CALCULATIONS; LATTICE-VIBRATIONS; CONSTANTS; MINERALS; NITRIDE; SILICATES; SOLIDS; APPROXIMATION; TRANSITION; PLATINUM	We have investigated the structural and elastic properties of c-W3N4 at high pressures using generalized gradient approximation within the plane-wave pseudopotential density functional theory. The obtained normalized volume dependence of the resulting pressure is in excellent agreement with our experimental data investigated using high-P synchrotron x-ray diffraction. The elastic constants as a function of the applied pressure, the bulk modulus, Young's modulus and shear modulus on the pressure P are also successfully obtained. The superior mechanical properties indicate that c-W3N4 is a potential candidate structure to be one of the ultra-incompressible and hard materials. The high-pressure elastic constants indicate that c-W3N4 is mechanically stable up to 50GPa. By the elastic stability criteria, it is predicted that c-W3N4 is not stable above 110GPa. In addition, the calculated B/G ratio indicated that c-W3N4 possesses ductile nature in the range of pressure from 0 to 50GPa. The calculated elastic anisotropic factors suggest that c-W3N4 is elastically anisotropic. Through the quasi-harmonic Debye model, we also investigate the thermodynamic properties of c-W3N4. (C) 2013 AIP Publishing LLC.	[Liu, Ke; Zhou, Xiao-Lin; Chang, Jing] Sichuan Normal Univ, Coll Phys & Elect Engn, Chengdu 610101, Peoples R China; [Liu, Ke; Zhou, Xiao-Lin; Chang, Jing] Sichuan Normal Univ, Inst Solid State Phys, Chengdu 610101, Peoples R China; [Liu, Ke; Wang, Shan-Min] Sichuan Univ, Inst Atom & Mol Phys, Chengdu 610065, Peoples R China; [Wang, Shan-Min] Los Alamos Natl Lab, LANSCE Div, Los Alamos, NM 87545 USA	Liu, K (reprint author), Sichuan Normal Univ, Coll Phys & Elect Engn, Chengdu 610101, Peoples R China.	lkworld@126.com; Zhouxl_wuli@163.com	Wang, Shanmin/B-9368-2018	Wang, Shanmin/0000-0001-7273-2786	China 973 ProgramNational Basic Research Program of China [2011CB808205]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China [11027405]; Scientific Reserch Fund of SiChuan Provincial Education Department [12ZBL104, 11ZB079, 09ZDL01]	This work was supported by the China 973 Program (Grant No. 2011CB808205) and the National Natural Science Foundation of China (Grant No. 11027405) and the Scientific Reserch Fund of SiChuan Provincial Education Department (Grant Nos. 12ZBL104, 11ZB079, and 09ZDL01).		59	14	14	1	28	AMER INST PHYSICS	MELVILLE	CIRCULATION & FULFILLMENT DIV, 2 HUNTINGTON QUADRANGLE, STE 1 N O 1, MELVILLE, NY 11747-4501 USA	0021-8979			J APPL PHYS	J. Appl. Phys.	AUG 14	2013	114	6							063512	10.1063/1.4817904			7	Physics, Applied	Physics	201XU	WOS:000323177100026					2020-05-24	
J	Zhang, DG; Ting, CS				Zhang, Degang; Ting, C. S.			Proposed detection of time-reversal symmetry in topological surface states	PHYSICAL REVIEW B			English	Article							SINGLE DIRAC CONE; INSULATORS; BI2TE3	By employing the T-matrix approach, we investigate a nonmagnetic impurity located on the surface of three-dimensional topological insulators, where the time-reversal symmetry is preserved. It is shown that the images of the local density of states (LDOS) around the single impurity have dip-hump structures with six-fold symmetry at different bias voltages. The peaks are produced by quasiparticle interference, while the local minima at the backscattering wave vectors are due to the absence of backscatterings. With increasing the bias voltage, the peaks and dips move forward to the location of the impurity. These dips at the backscattering wave vectors in the LDOS spectra can be regarded as a signature of the time-reversal symmetry in the topological surface states, which can be observed by scanning tunneling microscopy.	[Zhang, Degang] Sichuan Normal Univ, Coll Phys & Elect Engn, Chengdu 610101, Peoples R China; [Zhang, Degang] Sichuan Normal Univ, Inst Solid State Phys, Chengdu 610101, Peoples R China; [Zhang, Degang; Ting, C. S.] Univ Houston, Texas Ctr Superconduct, Houston, TX 77204 USA; [Zhang, Degang; Ting, C. S.] Univ Houston, Dept Phys, Houston, TX 77204 USA	Zhang, DG (reprint author), Sichuan Normal Univ, Coll Phys & Elect Engn, Chengdu 610101, Peoples R China.				Sichuan Normal University; Texas Center for Superconductivity at the University of Houston; Robert A. Welch FoundationThe Welch Foundation [E-1411]	This work was supported by the Sichuan Normal University, by the Texas Center for Superconductivity at the University of Houston, and by the Robert A. Welch Foundation under Grant No. E-1411.		21	0	0	0	18	AMER PHYSICAL SOC	COLLEGE PK	ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA	1098-0121			PHYS REV B	Phys. Rev. B	AUG 8	2013	88	8							085410	10.1103/PhysRevB.88.085410			4	Materials Science, Multidisciplinary; Physics, Applied; Physics, Condensed Matter	Materials Science; Physics	198HN	WOS:000322913200008					2020-05-24	
J	Han, LC; Yang, GQ; Zhou, XM; Yang, DH; Hu, P; Lu, Q; Zhou, SG				Han, Luchao; Yang, Guiqin; Zhou, Xuemei; Yang, Dehui; Hu, Pei; Lu, Qin; Zhou, Shungui			Bacillus thermocopriae sp nov., isolated from a compost	INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY			English	Article							PERFORMANCE LIQUID-CHROMATOGRAPHY; HALOTOLERANT BACTERIUM; DEOXYRIBONUCLEIC-ACID; PROPOSAL; LIMITS	A Gram-reaction-positive, facultatively anaerobic, motile, endospore-forming, rod-shaped strain, designated SgZ-7(T), was isolated from a windrow compost pile and was characterized by means of a polyphasic approach. Growth occurred with 0-3% (w/v) NaCl (optimum 1%), at pH 6.0-10.0 (optimum pH 7.2) and at 40-60 degrees C (optimum 50 degrees C). The main respiratory quinone was MK-7. The predominant polar lipids were phosphatidylethanolamine, phosphatidylglycerol and diphosphatidylglycerol. The major fatty acids were iso-C-15:0 and anteiso-C-15:0. The DNA G+C content was 46.6 mol%. The phylogenetic analysis based on 16S rRNA gene sequence comparisons revealed that strain S9Z-7(T) should be assigned to the genus Bacillus and was related most closely to Bacillus drentensis LMG 21831(T) (sequence similarity 97.2%). The result of the DNA DNA hybridization experiment revealed a low relatedness (27.2%) between the isolate and B. drentensis LMG 21831(T). The results of phenotypic, chemotaxonomic and genotypic analyses clearly indicated that strain SgZ-7(T). represents a novel species, for which the name Bacillus thermocopriae sp. nov. is proposed. The type strain is SgZ-7(T) (=CCTCC AB 2012030(T)=KACC 16700(T)).	[Han, Luchao; Yang, Guiqin; Lu, Qin; Zhou, Shungui] Guangdong Inst Ecoenvironm & Soil Sci, Guangzhou 510650, Guangdong, Peoples R China; [Han, Luchao; Hu, Pei] Sichuan Normal Univ, Chem & Mat Inst, Chengdu 610068, Peoples R China; [Zhou, Xuemei; Yang, Dehui] Minist Civil Affairs, Res Inst 101, Beijing 100070, Peoples R China	Zhou, SG (reprint author), Guangdong Inst Ecoenvironm & Soil Sci, Guangzhou 510650, Guangdong, Peoples R China.	sgzhou@soil.gd.cn			Chinese Academy of SciencesChinese Academy of Sciences [2011B09030076, 2011A09020038]; Guangdong Province, China [2011B09030076, 2011A09020038]; National Key Technology R&D Program of ChinaNational Key Technology R&D Program [2012BAD14B16]; Science and Technology Project of Guangdong Province [2011B030900003]	This study was supported by the Strategic Cooperation Research of Chinese Academy of Sciences and Guangdong Province, China (2011B09030076 and 2011A09020038), National Key Technology R&D Program of China (2012BAD14B16) and Science and Technology Project of Guangdong Province (2011B030900003).		28	7	7	0	9	SOC GENERAL MICROBIOLOGY	READING	MARLBOROUGH HOUSE, BASINGSTOKE RD, SPENCERS WOODS, READING RG7 1AG, BERKS, ENGLAND	1466-5026	1466-5034		INT J SYST EVOL MICR	Int. J. Syst. Evol. Microbiol.	AUG	2013	63		8				3024	3029		10.1099/ijs.0.046953-0			6	Microbiology	Microbiology	297RA	WOS:000330271400042	23396718				2020-05-24	
J	Ji, DR; Su, LD; Zhao, KQ; Wang, BQ; Hu, P; Feng, C; Xiang, SK; Yang, H; Zhang, CG				Ji, Derong; Su, Lidan; Zhao, Keqing; Wang, Biqin; Hu, Ping; Feng, Chun; Xiang, Shikai; Yang, Hua; Zhang, Chenggang			Iron(III) Chloride Catalyzed Oxidative Coupling Reaction of 1,2-Diarylethylene Derivatives	CHINESE JOURNAL OF CHEMISTRY			English	Article						oxidative coupling; 1; 2-diarylethylene; phenanthrene; iron(III) chloride; DTBP	ALKALOID SYNTHESIS; ORGANIC-SYNTHESIS; ARYLATION; PHENANTHROINDOLIZIDINE; CRYPTOPLEURINE; PHENANTHRENES; ANTOFINE; THALLIUM; PRODUCTS	A nontoxic FeCl3 catalyzed intramolecular oxidative coupling reaction was developed for mild synthesis of a series of phenanthrenes with different substituents. The method involves cross dehydrogenative coupling of a variety of 1,2-diarylethylene derivatives with di-tert-butylperoxide (DTBP) as a sole oxidant at room temperature in CH2Cl2/TFA (9:1 V/V) to yield phenanthrenes in good to excellent yields.	[Ji, Derong; Su, Lidan; Zhao, Keqing; Wang, Biqin; Hu, Ping; Feng, Chun; Xiang, Shikai; Yang, Hua; Zhang, Chenggang] Sichuan Normal Univ, Coll Chem & Mat, Chengdu 610066, Sichuan, Peoples R China	Yang, H (reprint author), Sichuan Normal Univ, Coll Chem & Mat, Chengdu 610066, Sichuan, Peoples R China.	scsdyh@126.com; zhangcg2008@yahoo.com.cn		Zhao, Ke-Qing/0000-0001-5703-3768	Sichuan Provincial Education Department [12ZA141]; Key Laboratory of Advanced Functional Materials of Sichuan Province Higher Education System [KFKT2013-01]	The authors are grateful to Sichuan Provincial Education Department (No. 12ZA141) and Key Laboratory of Advanced Functional Materials of Sichuan Province Higher Education System (No. KFKT2013-01) for financial support.		43	7	8	0	21	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	1001-604X	1614-7065		CHINESE J CHEM	Chin. J. Chem.	AUG	2013	31	8					1045	1053		10.1002/cjoc.201300308			9	Chemistry, Multidisciplinary	Chemistry	262MC	WOS:000327738500014					2020-05-24	
J	Xie, LH; Yeung, YY				Xie, Lin-Hua; Yeung, Yau-Yuen			Study of the Defect Structure and Crystal-Field Parameters of alpha-Al2O3:Yb3+	APPLIED MAGNETIC RESONANCE			English	Article							SPIN-HAMILTONIAN PARAMETERS; X-RAY; IONS; SIMULATION; SPECTRA; PROGRAM; SITES; GULP; CR3+	The methods currently used for studying the defect structure of laser host crystals doped with transition metal or rare-earth ions have several drawbacks or limitations. This study proposes an alternative approach for obtaining optimized impurity structures using molecular dynamics calculation in conjunction with the superposition model. This new approach is specifically applied to a system named alpha-Al2O3:Yb3+, in which the simulated defect structure is used to fit the superposition model parameters directly onto the observed energy levels. Such an approach provides predicted values of crystal-field parameters, Zeeman splitting g-factor, and hyperfine structure constants. Moreover, the C-3v site symmetry is found to be a good approximation for the actual C-3 site of Yb3+, as doped in an alpha-Al2O3 crystal.	[Xie, Lin-Hua] Sichuan Normal Univ, Inst Solid State Phys, Chengdu 610066, Peoples R China; [Yeung, Yau-Yuen] Hong Kong Inst Educ, Dept Sci & Environm Studies, Tai Po, Hong Kong, Peoples R China	Yeung, YY (reprint author), Hong Kong Inst Educ, Dept Sci & Environm Studies, 10 Lo Ping Rd, Tai Po, Hong Kong, Peoples R China.	yyyeung@ied.edu.hk			Hong Kong Institute of Education; Ministry of Education of ChinaMinistry of Education, China [20115134120004]	Financial support from the Hong Kong Institute of Education is gratefully acknowledged. This work was supported by the Doctoral Scientific Fund Project of the Ministry of Education of China (No. 20115134120004).		22	16	17	0	20	SPRINGER WIEN	WIEN	SACHSENPLATZ 4-6, PO BOX 89, A-1201 WIEN, AUSTRIA	0937-9347			APPL MAGN RESON	Appl. Magn. Reson.	AUG	2013	44	8					917	925		10.1007/s00723-013-0452-z			9	Physics, Atomic, Molecular & Chemical; Spectroscopy	Physics; Spectroscopy	192XK	WOS:000322521000006					2020-05-24	
J	Li, XB; Xia, FQ				Li, Xiao-bo; Xia, Fu-quan			Hadamard well-posedness of a general mixed variational inequality in Banach space	JOURNAL OF GLOBAL OPTIMIZATION			English	Article; Proceedings Paper	8th International Tri-Annual Conference on Optimization - Techniques and Applications (ICOTA)	DEC 10-13, 2010	Shanghai, PEOPLES R CHINA	Fudan Univ, Sch Management		General mixed variational inequality; Levitin-Polyak well-posedness; Hadamard well-posedness	POINT	In this paper, we first introduce the concept of Hadamard well-posedness of a general mixed variational inequality in Banach space. Under some suitable conditions, relations between Levitin-Polyak well-posedness and Hadamard well-posedness of a general mixed variational inequality are studied. We also establish some characterizations of Hadamard well-posedness for a genaral mixed variational inequality. Finally, we derive some conditions under which a general mixed variational inequality is Hadamard well-posed.	[Li, Xiao-bo; Xia, Fu-quan] Sichuan Normal Univ, Dept Math, Chengdu 610068, Sichuan, Peoples R China	Li, XB (reprint author), Sichuan Normal Univ, Dept Math, Chengdu 610068, Sichuan, Peoples R China.	lixiaobo.double@163.com; fuquanxia@sina.com	Xia, Fuquan/AAM-6473-2020					16	3	4	0	5	SPRINGER	DORDRECHT	VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS	0925-5001	1573-2916		J GLOBAL OPTIM	J. Glob. Optim.	AUG	2013	56	4			SI		1617	1629		10.1007/s10898-012-9916-1			13	Operations Research & Management Science; Mathematics, Applied	Operations Research & Management Science; Mathematics	184VJ	WOS:000321921500022					2020-05-24	
J	Xiao, B; Liu, ZJ; Wang, BQ; Hu, P; Redshaw, C; Zhao, KQ				Xiao, Bo; Liu, Zhao-Jun; Wang, Bi-Qin; Hu, Ping; Redshaw, Carl; Zhao, Ke-Qing			Synthesis of Triphenylene Discotic Liquid Crystals Possessing Nine Alkyl Chains: Influence of Molecular Symmetry and Chain Length on Mesomorphism	MOLECULAR CRYSTALS AND LIQUID CRYSTALS			English	Article						Discotic liquid crystals; hexagonal columnar mesophase; molecular symmetry; triphenylene; plastic columnar phase	SEMICONDUCTORS; ARCHITECTURES	A series of new triphenylene discotic liquid crystals has been synthesized by a straightway and the influence of molecular symmetry and chain length on the mesomorphism investigated. The symmetrical compounds 1, 3,7,11-trimethoxytriphenylene-2,6,10-triyl tris(3,4,5-tris(alkyloxy)benzoate), with alkyl chain lengths of C7, C8, C10, and C12, and the unsymmetrical compounds 2 were studied by using polarized optical microscopy (POM), differential scanning calorimetry (DSC) and by wide-angle X-ray diffraction (XRD). The results showed that the symmetrical compounds 1a (C7) and 1b (C8) exhibit a plastic columnar mesophase, whereas the other compounds display a hexagonal columnar mesophase over a wide temperature range. All symmetrical compounds 1 display higher isotropization temperatures than that of the unsymmetrical 2. The clearing points are lowered as the alkyl chain lengthened.	[Xiao, Bo; Liu, Zhao-Jun; Wang, Bi-Qin; Hu, Ping; Redshaw, Carl; Zhao, Ke-Qing] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610066, Peoples R China; [Redshaw, Carl] Univ Hull, Dept Chem, Kingston Upon Hull HU6, N Humberside, England	Zhao, KQ (reprint author), Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610066, Peoples R China.	kqzhao@sicnu.edu.cn	Redshaw, Carl/C-5644-2009	Redshaw, Carl/0000-0002-2090-1688; Zhao, Ke-Qing/0000-0001-5703-3768	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [50973076, 51073112, 51273133]	This research was supported by the National Natural Science Foundation of China (Contract Nos 50973076, 51073112 and 51273133).		31	2	3	1	41	TAYLOR & FRANCIS LTD	ABINGDON	4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	1542-1406	1563-5287		MOL CRYST LIQ CRYST	Mol. Cryst. Liquid Cryst.	AUG 1	2013	577	1					25	35		10.1080/15421406.2013.781489			11	Chemistry, Multidisciplinary; Crystallography; Materials Science, Multidisciplinary	Chemistry; Crystallography; Materials Science	184KB	WOS:000321887400003					2020-05-24	
J	Yang, H; Shi, JL; Zhu, SH				Yang, Han; Shi, Jianli; Zhu, Shihui			Global existence of solutions for damped wave equations with nonlinear memory	APPLICABLE ANALYSIS			English	Article						nonlinear damped wave equation; global existence; noncompactly supported initial data; large time asymptotic behaviour	CRITICAL EXPONENT; R-N	This article studies the Cauchy problem for the damped wave equation with nonlinear memory. For a noncompactly supported initial data with small energy, global existence and asymptotic behaviour of solutions are obtained when 1n3. This result generalized the previous result by Fino [Critical exponent for damped wave equations with nonlinear memory, Nonlinear Anal. 74 (2011), pp. 5495-5505], which dealt with the solution with compactly supported initial data.	[Yang, Han; Shi, Jianli] Southwest Jiaotong Univ, Coll Math, Chengdu 610031, Peoples R China; [Zhu, Shihui] Sichuan Normal Univ, Coll Math & Software Sci, Chengdu 610066, Peoples R China	Yang, H (reprint author), Southwest Jiaotong Univ, Coll Math, Chengdu 610031, Peoples R China.	hanyang95@263.net			National Natural Science Foundation of PR ChinaNational Natural Science Foundation of China [71003082]; Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities [SWJTU12CX61, SWJTU12ZT13]	This research is supported by the National Natural Science Foundation of PR China (No. 71003082) and the Fundamental Research Funds for the Central Universities (SWJTU12CX61 and SWJTU12ZT13).		13	1	1	0	4	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	0003-6811	1563-504X		APPL ANAL	Appl. Anal.	AUG 1	2013	92	8					1691	1703		10.1080/00036811.2012.698268			13	Mathematics, Applied	Mathematics	181TF	WOS:000321690700008					2020-05-24	
J	Wong, J; Mellor, D; Xu, XY; Richardson, B				Wong, Jessica; Mellor, David; Xu, Xioayan; Richardson, Ben			Confirmatory factor analyses of the children's attitudes and behaviors towards animals scale in two eastern cultural contexts	QUALITY & QUANTITY			English	Article						Cruelty to animals; Confirmatory factor analyses; Malaysia; China	FIT INDEXES	The purpose of the present study was to investigate the factor stability of the Children's Attitudes and Behaviors Towards Animals Scale (CABTA) across two eastern contexts: China and Malaysia. Confirmatory factor analyses (CFAs) were conducted on data collected from 700 Chinese mothers and 700 Chinese fathers, and 385 Malay parents of children aged 6-12 years. The CFA results suggested that the model was a good fit for both the Chinese and Malaysian responses. Furthermore, invariance testing showed that although there was factor loading invariance across cultures, the assumption of intercept invariance did not hold. This suggests that although the scale is suitable for use in both cultures, mean comparisons across contexts could be problematic. The internal reliabilities for the Typical and Malicious cruelty subscales were adequate across the samples. All findings show that the CABTA is a promising scale for international use.	[Wong, Jessica; Mellor, David; Richardson, Ben] Deakin Univ, Sch Psychol, Melbourne, Vic 3125, Australia; [Xu, Xioayan] Sichuan Normal Univ, Inst Educ, Chengdu, Peoples R China	Mellor, D (reprint author), Deakin Univ, Sch Psychol, Melbourne, Vic 3125, Australia.	mellor@deakin.edu.au		Mellor, David/0000-0001-5007-5906				15	1	1	0	4	SPRINGER	DORDRECHT	VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS	0033-5177	1573-7845		QUAL QUANT	Qual. Quant.	AUG	2013	47	5					2569	2575		10.1007/s11135-012-9672-9			7	Social Sciences, Interdisciplinary; Statistics & Probability	Social Sciences - Other Topics; Mathematics	169DE	WOS:000320756600012					2020-05-24	
