PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Zhou, J; Shen, J; Zhang, WN				Zhou, Jun; Shen, Jun; Zhang, Weinian			Growth in an impulsive integral inequality	APPLIED MATHEMATICS AND COMPUTATION			English	Article						Impulsive integral inequality; Nonautonomous difference system; Boundedness; Boundedness in alpha-weight; Asymptotics	GRONWALL-LIKE INEQUALITY; DISCONTINUOUS FUNCTIONS	In this paper we study a finite-sum integral inequality with a sequence of impulses. Making a sequential monotonization, we give recursively defined functions to estimate solutions of the inequality piecewise. In order to use the estimate to study boundedness and asymptotics of solutions for differential equations, we regard the estimating function as a solution of a nonautonomous difference equation, simplify the equation with composition of operators, and reduce our discussion to qualitative analysis of the difference equation so that we give results on monotonicity, boundedness and a-weighted boundedness for solutions of the inequality. As applications, we study boundedness and asymptotics of solutions for two impulsive differential equations. (C) 2020 Elsevier Inc. All rights reserved.	[Zhou, Jun] Sichuan Normal Univ, Dept Math, Chengdu 610066, Sichuan, Peoples R China; [Shen, Jun; Zhang, Weinian] Sichuan Univ, Dept Math, Chengdu 610064, Sichuan, Peoples R China	Zhang, WN (reprint author), Sichuan Univ, Dept Math, Chengdu 610064, Sichuan, Peoples R China.	wnzhang@scu.edu.cn	Shen, Jun/AAN-2352-2020	Shen, Jun/0000-0002-1088-5549	NSFCNational Natural Science Foundation of China [11701400, 11771307, 11831012, 11501394]; Fund of the Education Department of Sichuan Province [16ZB0063]; Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities [YJ201646]; Interational Visiting Program for Excellent Young Scholars of SCU	Supported by NSFC #11701400, #11771307, #11831012 and #11501394, the Fund of the Education Department of Sichuan Province #16ZB0063, the Fundamental Research Funds for the Central Universities #YJ201646 and the Interational Visiting Program for Excellent Young Scholars of SCU.		26	1	1	0	0	ELSEVIER SCIENCE INC	NEW YORK	STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA	0096-3003	1873-5649		APPL MATH COMPUT	Appl. Math. Comput.	JUL 15	2020	377								125152	10.1016/j.amc.2020.125152			18	Mathematics, Applied	Mathematics	KZ7WY	WOS:000523471600015					2020-05-24	
J	Luo, R; Li, QY; Wang, J; Ning, ZL; Zhao, Y; Liu, MJ; Lai, X; Zhong, C; Bi, J; Gao, DJ				Luo, Ran; Li, Qinyu; Wang, Jie; Ning, Zhanglei; Zhao, Yan; Liu, Mengjiao; Lai, Xin; Zhong, Cheng; Bi, Jian; Gao, Daojiang			Bi3+ ion doping: An effective strategy to significantly enhance luminescence performances of NaGdF4: Eu3+ red-emitting nanocrystals	JOURNAL OF ALLOYS AND COMPOUNDS			English	Article						Bi3+ doping; NaGdF4; Nanocrystals; Thermal stability; Luminescence	UP-CONVERSION EMISSION; NEAR-ULTRAVIOLET; ENERGY-TRANSFER; TUNABLE LUMINESCENCE; MORPHOLOGY EVOLUTION; CRYSTALLINE PHASE; PHOSPHOR; NANOPARTICLES; LANTHANIDE; PHOTOLUMINESCENCE	A series of NaGd(0.99-x%)F4: 1% Bi3+, x% Eu3+ (x = 0-50) and NaGd(1-x%)F4: x% Eu3+ (x = 0-50) nanocrystals (denoted as NGBF-x% Eu3+ and NGF-x% Eu3+, respectively) have been synthesized by hydrothermal method. The influence of Bi3+ and Eu3+ on microstructures and luminescence properties of the products are deeply investigated. The TEM results display that all the obtained products are irregular polyhedrons with a diameter in a range from 30 to 80 nm with the increasing substitution concentration of Eu3+. It was found that the introduction of Bi3+ hardly affects the morphology and size of the obtained products. Under the excitation of 393 nm NUV, all samples exhibit the typical emission of Eu3+ ions with main red and yellow emissions centered at 616 and 591 nm, respectively. After doping a small amount of Bi3+ ions, the largest emission intensity of the characteristic emissions of Eu3+ for the gained NGBF-x% Eu3+ nanocrystals appeared at x = 0.2, whereas it observed at x = 0.3 for the obtained NGF-x% Eu3+ nanocrystals. It is obviously that the introduction of 1% Bi3+ ions not only increases the emission intensity of Eu3+ ions significantly, but also reduces the doping concentration of Eu3+. Especially, studied NGBF-20% Eu3+ phosphor exhibits excellent stand up to thermal impact during thermal cycling between 298 and 473 K. A WLED device by merging a NUV chip, NGBF-20% Eu3+ phosphor and commercial (Sr,Ba)(2)SiO4: Eu2+ green phosphor/BaMgAl10O17: Eu2+ blue phosphor possesses suitable correlated color temperature (CCT, 7395 K) and high color rendering index (CRI, 90.8%). These results unambiguously show that the NGBF-x%Eu3+ nanocrystals are promising candidate for applications in WLEDs. (C) 2020 Elsevier B.V. All rights reserved.	[Luo, Ran; Li, Qinyu; Wang, Jie; Ning, Zhanglei; Zhao, Yan; Liu, Mengjiao; Lai, Xin; Bi, Jian; Gao, Daojiang] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610066, Peoples R China; [Zhong, Cheng] Dazhou Vocat & Tech Coll, Dept Basic Educ, Dazhou 635001, Peoples R China	Lai, X; Gao, DJ (reprint author), Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610066, Peoples R China.	laixin1972@sicnu.edu.cn; daojianggao@sicnu.edu.cn			Sichuan Science and Technology Program [2019YJ0525]; Scientific Research Fund of Sichuan Provincial Education Department of Sichuan Province [16TD0007, 18ZA0408]; National Science Foundation of China (NSFC)National Natural Science Foundation of China [51551202]	This work was supported by Sichuan Science and Technology Program (No. 2019YJ0525), Scientific Research Fund of Sichuan Provincial Education Department of Sichuan Province (16TD0007 and 18ZA0408) and the National Science Foundation of China (NSFC, No. 51551202).		62	0	0	10	10	ELSEVIER SCIENCE SA	LAUSANNE	PO BOX 564, 1001 LAUSANNE, SWITZERLAND	0925-8388	1873-4669		J ALLOY COMPD	J. Alloy. Compd.	JUL 5	2020	828								154375	10.1016/j.jallcom.2020.154375			11	Chemistry, Physical; Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering	Chemistry; Materials Science; Metallurgy & Metallurgical Engineering	KY5TE	WOS:000522634300007					2020-05-24	
J	Qiao, Z; Koolen, JH; Markowsky, G				Qiao, Zhi; Koolen, Jack H.; Markowsky, Greg			On the Cheeger constant for distance-regular graphs	JOURNAL OF COMBINATORIAL THEORY SERIES A			English	Article						Distance-regular graphs; Spectral graph theory; Laplacian eigenvalues; Cheeger constant; Isoperimetric constant		The Cheeger constant of a graph is the smallest possible ratio between the size of a subgraph and the size of its boundary. It is well known that this constant must be at least lambda 1/2, where lambda(1) is the smallest positive eigenvalue of the Laplacian matrix. The subject of this paper is a conjecture of the authors that for distance-regular graphs the Cheeger constant is at most lambda(1). In particular, we prove the conjecture for the known infinite families of distance-regular graphs, distance-regular graphs of diameter 2 (the strongly regular graphs), several classes of distance-regular graphs with diameter 3, and most distance-regular graphs with small valency. (c) 2020 Elsevier Inc. All rights reserved.	[Qiao, Zhi] Sichuan Normal Univ, Sch Math Sci, Chengdu, Peoples R China; [Koolen, Jack H.] Chinese Acad Sci, Wen Tsun Wu Key Lab, Hefei, Peoples R China; [Koolen, Jack H.] USTC, Sch Math Sci, Hefei, Peoples R China; [Markowsky, Greg] Monash Univ, Dept Math, Melbourne, Vic, Australia	Markowsky, G (reprint author), Monash Univ, Dept Math, Melbourne, Vic, Australia.	zhiqiao@sicnu.edu.cn; koolen@ustc.edu.cn; gmarkowsky@gmail.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [11801388, 11471009, 11671376]; Anhui Initiative in Quantum Information Technologies [AHY150200]; Australian Research CouncilAustralian Research Council [DP0988483, DE140101201]	We would like to thank the anonymous referees for their careful reading. J.H.K. has been partially supported by the National Natural Science Foundation of China (Grants No. 11471009 and No. 11671376) and by the Anhui Initiative in Quantum Information Technologies (Grant No. AHY150200). G.M. has been partially supported by the Australian Research Council (Grants DP0988483 and DE140101201). Z.Q. has been partially supported by the National Natural Science Foundation of China (Grant No. 11801388).		12	0	0	0	0	ACADEMIC PRESS INC ELSEVIER SCIENCE	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA	0097-3165	1096-0899		J COMB THEORY A	J. Comb. Theory Ser. A	JUL	2020	173								105227	10.1016/j.jcta.2020.105227			20	Mathematics	Mathematics	LG1TE	WOS:000527891300005					2020-05-24	
J	Wu, KY; Wang, H; Miao, Z; Ding, SX; Qi, YX; Ming, Y; Ding, WJ; Yuan, H; Zheng, QJ; Lin, DM				Wu, Keying; Wang, Hua; Miao, Zhuang; Ding, Shixiang; Qi, Yaxian; Ming, Yan; Ding, Wenjie; Yuan, Huan; Zheng, Qiaoji; Lin, Dunmin			Improved energy storage properties of Sr(Zr0.8Nb0.16)O-3-doped Bi0.47Na0.47Ba0.06TiO3 ceramics with excellent temperature/frequency stability	CERAMICS INTERNATIONAL			English	Article						Bi0.5Na0.5TiO3; Perovskite; Energy storage properties; Relaxor ferroelectric; Polarization	STABLE DIELECTRIC-PROPERTIES; ANTI-FERROELECTRIC CERAMICS; FIELD-INDUCED STRAIN; ELECTRICAL-PROPERTIES; DENSITY; PERFORMANCE; CAPACITORS; BEHAVIOR; SRTIO3	Lead-free perovskite dielectric materials for capacitors have received wide concern in recent years, but their energy storage density and efficiency still cannot meet the growing application demand for practical applications. In this work, we prepared a lead-free relaxor ferroelectric ceramic of (1-x)Bi0.47Na0.47Ba0.06TiO3-xSr(Zr0.8Nb0.16)O-3, which was synthesized via a normal solid-state route. The microstructure, dielectric properties and energy storage behavior of the ceramics were explored. The ceramics can be well sintered and situated in the region where rhombohedral and tetragonal phases coexist. The addition of Sr(Zr0.8Nb0.16)O-3 (SZN) significantly extends the dielectric-temperature plateau between T-s and T-m and reduces the remnant polarization P-r, but the large saturation polarization P-s is still maintained. Besides, the doping of SZN enhances the relaxation of the material and increases the dielectric breakdown strength (DBS) from 50 kV/cm (x = 0) to 100 kV/cm (x = 0.04 and 0.06). Therefore, the ceramic with x = 0.06 exhibits a high discharging efficiency (eta) of 71.1% and energy density (W) of 1.56 J/cm(3) at 100 kV/cm and shows the superior thermal stability with the changes in recoverable energy density (W-rec) and eta of less than 10% and 30% at the temperature range of 25-180 degrees C and the excellent frequency stability with the variations of W-rec and eta of less than 1.8% and 1% at the frequency range of 10 Hz-100 Hz.	[Wu, Keying; Wang, Hua; Miao, Zhuang; Ding, Shixiang; Qi, Yaxian; Ming, Yan; Ding, Wenjie; Zheng, Qiaoji; Lin, Dunmin] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610066, Peoples R China; [Yuan, Huan] Southwest Minzu Univ, Key Lab Informat Mat Sichuan Prov, Chengdu, Peoples R China; [Yuan, Huan] Southwest Minzu Univ, Sch Elect & Informat Engn, Chengdu, Peoples R China	Lin, DM (reprint author), Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610066, Peoples R China.	ddmd222@sicnu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [51572178, 61901401]; National Students' Platform for Innovation and Entrepreneurship Training Program [201910636008]	This work was supported by National Natural Science Foundation of China (Grant Number 51572178, 61901401) and National Students' Platform for Innovation and Entrepreneurship Training Program (201910636008).		52	0	0	0	0	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0272-8842	1873-3956		CERAM INT	Ceram. Int.	JUN 15	2020	46	9								10.1016/j.ceramint.2020.02.090			11	Materials Science, Ceramics	Materials Science	LK1WS	WOS:000530649900032					2020-05-24	
J	Peng, SL; Ma, M; Yang, WJ; Wang, ZQ; Wang, ZH; Bi, J; Wu, JT				Peng, Silu; Ma, Min; Yang, Weijie; Wang, Ziqian; Wang, Zihan; Bi, Jian; Wu, Jiangtao			Acetone sensing with parts-per-billion limit of detection using a BiFeO3-based solid solution sensor at the morphotropic phase boundary	SENSORS AND ACTUATORS B-CHEMICAL			English	Article						Morphotropic phase boundaries; BiFeO3 solid solution; Ultra low concentration detection; gas sensors acetone	CARRIER SCATTERING; GAS; NANOPARTICLES; GRAPHENE; SHAPE; NANOCRYSTALS; PERFORMANCE; MECHANISM; EVOLUTION; IMPROVE	An unsolved yet important issue related to chemiresistive sensors is the lack of ultralow detection capability, i.e., ppb-level detection. Here, we propose a novel strategy to further improve gas sensor performance by introducing morphotropic phase boundaries that have a homogeneous chemical composition but inhomogeneous structures to regulate the band structure and interfaces. The Bi1-xLaxFeO3 samples located at the morphotropic phase boundary have good selectivity for acetone and showed better gas sensitivity than undoped samples. It is worth noting that the morphotropic phase boundary phase Bi0.9La0.1FeO3 exhibited ultralow concentration detection of 50 ppb acetone. The mechanism is that the morphotropic phase boundary phase provides a more efficient carrier and variation in hole accumulation layer. This work provides an alternative strategy for designing high-performance sensors in addition to traditional chemical and physical modifications.	[Peng, Silu; Ma, Min; Yang, Weijie; Wang, Ziqian; Wang, Zihan; Bi, Jian; Wu, Jiangtao] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610068, Peoples R China	Wu, JT (reprint author), Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610068, Peoples R China.	jtwu@sicnu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [21401133]	This work was supported by the National Natural Science Foundation of China (Grant No. 21401133).		49	0	0	5	5	ELSEVIER SCIENCE SA	LAUSANNE	PO BOX 564, 1001 LAUSANNE, SWITZERLAND		0925-4005		SENSOR ACTUAT B-CHEM	Sens. Actuator B-Chem.	JUN 15	2020	313								128060	10.1016/j.snb.2020.128060			9	Chemistry, Analytical; Electrochemistry; Instruments & Instrumentation	Chemistry; Electrochemistry; Instruments & Instrumentation	LD8ON	WOS:000526287200001					2020-05-24	
J	Pan, JJ; Xing, C; Luo, H				Pan, Jiaojiao; Xing, Chao; Luo, Hong			Uniform regularity of the weak solution to higher-order Navier-Stokes-Cahn-Hilliard systems	JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS			English	Article						Regularity; Higher-order; Navier-Stokes-Cahn-Hilliard system; Energy estimates	GLOBAL ATTRACTOR; EQUATIONS; MODELS; EXISTENCE	Higher-order Navier-Stokes-Cahn-Hilliard system is a noted interface system that describes the evolution of two immiscible incompressible fluids. Regularity of the solutions to this system is a primary issue from a mathematical point of view. The purpose of this paper is to improve the known results regarding the regularity with respect to time of weak solutions to two-dimensional higher-order Navier-Stokes-Cahn-Hilliard system. Namely, (H-1, H-k)-regularity of the first and second derivatives of the weak solutions to two-dimensional higher-order Navier-Stokes-Cahn-Hilliard system is obtained with the methods of energy estimates. (C) 2020 Elsevier Inc. All rights reserved.	[Pan, Jiaojiao; Luo, Hong] Sichuan Normal Univ, Sch Math Sci, Chengdu 610068, Sichuan, Peoples R China; [Xing, Chao] Sichuan Univ, Coll Math, Chengdu 610065, Sichuan, Peoples R China; [Luo, Hong] Sichuan Normal Univ Chengdu, VC & VR key Lab Sichuan Provence, Chengdu 610068, Sichuan, Peoples R China	Luo, H (reprint author), Sichuan Normal Univ, Sch Math Sci, Chengdu 610068, Sichuan, Peoples R China.	lhscnu@163.com			National Science Foundation of ChinaNational Natural Science Foundation of China [11771306, 11701399]	Sponsored by the National Science Foundation of China (11771306, 11701399).		24	0	0	1	1	ACADEMIC PRESS INC ELSEVIER SCIENCE	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA	0022-247X	1096-0813		J MATH ANAL APPL	J. Math. Anal. Appl.	JUN 15	2020	486	2							123925	10.1016/j.jmaa.2020.123925			25	Mathematics, Applied; Mathematics	Mathematics	KT9MW	WOS:000519337100016					2020-05-24	
J	Jia, R; Wang, K; Li, LN; Qu, Z; Shen, WS; Qu, D				Jia, Rong; Wang, Kun; Li, Lina; Qu, Zhi; Shen, Weishou; Qu, Dong			Abundance and community succession of nitrogen-fixing bacteria in ferrihydrite enriched cultures of paddy soils is closely related to Fe(III)-reduction	SCIENCE OF THE TOTAL ENVIRONMENT			English	Article						Nitrogen-fixing bacteria; nifH gene abundance; Community succession; Fe(III) reduction; Paddy soil	DIAZOTROPHIC COMMUNITIES; HYDROGEN-PRODUCTION; FE(III) REDUCTION; RICE PADDY; DIVERSITY; FIXATION; IRON; GENES; BIOGEOCHEMISTRY; MICROORGANISMS	In flooded paddy soils, some metal reducers are also capable of nitrogen (N) fixation, which is essential in ensuring a reliable N-supply for rice growth. Microbial iron [Fe(III)] reduction is an important biogeochemical process that can be stimulated by ferrihydrite amendment to paddy soil. Therefore, this study aimed to investigate the abundance and succession of the N-2-fixing bacterial community in ferrihydrite enriched paddy soils collected from Hunan (HN) and Sichuan (SC) provinces, China. The relationship between the N-2-fixing bacterial community and Fe(III) reduction was also assessed. When compared with the control treatment, ferrihydrite enrichment significantly enhanced nitrogenase (nifH) gene abundance by 8.05 x 10(5) to 4.45 x 10(6) copies g(-1) soil during the 40-day flooding of HN soil, while nifH gene abundance in SC soil was remarkably increased by 5.90 x 10(7) to 9.56 x 10(7) copies g(-1) soil during day 1 to 5 in response to ferrihydrite amendment. The relative abundance of N-2-fixing bacteria peaked on day 5 (21.5% in HN soil and 5.4% in SC soil) and gradually decreased to a stable abundance after day 20. Remarkable increases in relative abundance of N-2-fixing bacteria during the first 10 days of flooding were detected in both soils with ferrihydrite enrichment, whereas little difference was found after day 10 of flooding. During the early stage of flooding, the Shannon and Simpson indexes of N-2-fixing bacteria with ferrihydrite enrichment were significantly decreased, and the community structure changed greatly. Most N-2-fixing bacteria in ferrihydrite enriched paddy soils were phylogenetically related to the order Clostridiales, with some of those potentially capable of Fe(III) reduction. The community succession of N2-fixing bacteria closely correlated with Fe(III) reduction. Thus, improving N-2-fixation via stimulation of Fe(III) reduction might aid in the reduction of N-fertilizer application to paddy field. (C) 2020 Elsevier B.V. All rights reserved.	[Jia, Rong] Sichuan Normal Univ, Key Lab Land Resources Evaluat & Monitoring South, Minist Educ, Chengdu 610066, Sichuan, Peoples R China; [Jia, Rong; Wang, Kun] Northwest A&F Univ, Coll Nat Resources & Environm, Yangling 712100, Shaanxi, Peoples R China; [Li, Lina] Shanxi Agr Univ, Coll Resources & Environm, Jinzhong 030801, Shaanxi, Peoples R China; [Qu, Zhi] Xian Univ Technol, State Key Lab Ecohydraul Northwest Arid Reg China, Xian 710048, Shaanxi, Peoples R China; [Shen, Weishou] Nanjing Univ Informat Sci & Technol, Collaborat Innovat Ctr Atmospher Environm & Equip, Sch Environm Sci & Engn, Jiangsu Key Lab Atmospher Environm Monitoring & P, Nanjing 210044, Peoples R China; [Qu, Dong] Northwest A&F Univ, State Key Lab Soil Eros & Dryland Farming Loess P, Yangling, Shaanxi, Peoples R China	Qu, D (reprint author), Northwest A&F Univ, State Key Lab Soil Eros & Dryland Farming Loess P, Yangling, Shaanxi, Peoples R China.	dongqu@nwafu.edu.cn		Shen, Weishou/0000-0001-9452-5665	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [41571239, 41807138]	Support for this paper was provided by the National Natural Science Foundation of China (Grant No: 41571239 and 41807138). The authors were also grateful for the anonymous reviewers for their quality comments. We thank Catherine Dandie, PhD, from Liwen Bianji, Edanz Editing China (www.liwenbianji.cn/ac), for editing the English text of a draft of this manuscript.		47	0	0	20	20	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0048-9697	1879-1026		SCI TOTAL ENVIRON	Sci. Total Environ.	JUN 10	2020	720								137633	10.1016/j.scitotenv.2020.137633			8	Environmental Sciences	Environmental Sciences & Ecology	LD0PY	WOS:000525736600001	32146407				2020-05-24	
J	Pu, X; Zhang, CR; Gao, HC; Gao, YJ; Huang, L; Zhu, L; Rao, Y; Zhang, S; Jiang, YY; Zhang, L; Huang, QM				Pu, Xiang; Zhang, Cheng-Rui; Gao, Hu-Chuan; Gao, Yuan-Ji; Huang, Lan; Zhu, Lin; Rao, Yi; Zhang, Shan; Jiang, Yuan-Yuan; Zhang, Li; Huang, Qian-Ming			Biosynthesis-inspired mining and identification of untapped alkaloids in Camptotheca acuminate for enzyme discovery using ultra-high performance liquid chromatography coupled with quadrupole-time of flight-mass spectrometry	JOURNAL OF CHROMATOGRAPHY A			English	Article						Camptotheca acuminate; In-house database; Untapped alkaloid; Biosynthetic precursor	DEFINITION; C-13	Leaves, flowers, fruits and stems (44 sample groups) were collected from mature Camptotheca acuminate during 2017.3-2018.3 and classified by ultra-high performance liquid chromatography coupled with quadrupole-time of flight-mass spectrometry based metabolomics. One hundred metabolites including forty-seven alkaloids, fifteen terpenes, thirty-two polyphenols and six other metabolites were rapidly identified through the in-house database alignment at first glance. Thirty-three alkaloids classified into five groups including camptothecin group (CG1-13), pumiloside group (PG1-5), strictosidinic acid group (SG1-3), vincosamide group (VG1-7), and a new hybrid group, vincosamide-camptothecin group (VC1-5) were mined and further characterized by MS/MS analyses. The identification of two untapped biosynthetic precursors, 2-hydroxypumiloside (PG2) and 16-hydroxy-15, 16-dihydrocamptothecoside (CG3), along with sixteen new alkaloids enables us for a better understanding of camptothecin biogenetic reasoning. The underlying enzymes involved in camptothecin biosynthesis were also proposed according to the guiding metabolic map, thus purposefully mining of enzymes involved in the downstream biosynthetic pathway of camptothecin could be initiated with the help of this map. (C) 2020 Elsevier B.V. All rights reserved.	[Pu, Xiang; Zhang, Cheng-Rui; Gao, Hu-Chuan; Huang, Lan; Zhu, Lin; Rao, Yi; Zhang, Shan; Jiang, Yuan-Yuan; Zhang, Li; Huang, Qian-Ming] Sichuan Agr Univ, Coll Sci, Yaan 625014, Peoples R China; [Gao, Yuan-Ji] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610066, Peoples R China	Pu, X; Huang, QM (reprint author), Sichuan Agr Univ, Coll Sci, Yaan 625014, Peoples R China.	puxiang@sicau.edu.cn; hqming@sicau.edu.cn		Pu, Xiang/0000-0003-1439-8657	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [21708028]; Education Department of Sichuan Province, PR China [17ZA0301]; National College Students Innovation and Entrepreneurship Training Program, PR China [201910626009]; Scientific Innovation Cultivation Project of Sichuan Province, PR China [2018080]	This work was supported by the National Natural Science Foundation of China (Project No. 21708028), the Education Department of Sichuan Province, PR China (Project No. 17ZA0301), the National College Students Innovation and Entrepreneurship Training Program, PR China (Project No. 201910626009) and Scientific Innovation Cultivation Project of Sichuan Province, PR China (Project No. 2018080).		22	0	0	0	0	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0021-9673	1873-3778		J CHROMATOGR A	J. Chromatogr. A	JUN 7	2020	1620								461036	10.1016/j.chroma.2020.461036			11	Biochemical Research Methods; Chemistry, Analytical	Biochemistry & Molecular Biology; Chemistry	LK2JX	WOS:000530686600043	32201039				2020-05-24	
J	Chen, H; Ai, SH; Dong, CL; Wang, H; Ning, ZL; Liu, MJ; Bi, J; Zhao, Y; Lai, X; Gao, DJ				Chen, Huan; Ai, Shenghao; Dong, Chengli; Wang, Heng; Ning, Zhanglei; Liu, Mengjiao; Bi, Jian; Zhao, Yan; Lai, Xin; Gao, Daojiang			Eu3+-induced multicolor luminescence properties and enhanced thermal stability in the novel phosphors of Li0.1Na0.9Gd0.5Tb0.5-xEux(MoO4)(2)	JOURNAL OF LUMINESCENCE			English	Article						Eu3+ ion; Molybdate; Phosphor; Multicolor luminescence; Thermal stability	ENERGY-TRANSFER MECHANISM; TUNABLE LUMINESCENCE; PHOTOLUMINESCENCE PROPERTIES; CONVERSION LUMINESCENCE; RED PHOSPHORS; LI/NA RATIO; EU3+; TB3+; TEMPERATURE; EMISSION	A series of Li0.1Na0.9Gd0.5Tb0.5-xEux(MoO4)(2) phosphors were successfully prepared via a conventional solid-state reaction method. The influences of the doping concentration of Eu3+ on the microstructures and luminescence properties for the as-prepared Li0.1Na0.9Gd0.5Tb0.5-xEux(MoO4)(2) phosphors were investigated systematically. Our results indicate that the doping of Eu3+ hardly affect the microstructures while markedly impact luminescence properties for the Li0.1Na0.9Gd0.5Tb0.5-xEux(MoO4)(2) phosphors. Due to an effective energy transfer from Tb3+ to Eu3+ in the Li0.1Na0.9Gd0.5Tb0.5-xEux(MoO4)(2) phosphors, the multicolor emissions have been realized via varying the doping concentration of Eu3+ from 0 to 0.5, which can be adjusted from green -> yellow-green -> yellow -> orange -> red and yellow-green -> yellow -> orange -> red upon excitation of two visible light wavelengths (486 and 464 nm), respectively. Moreover, the doping of Eu3+ also can significantly boost the thermal stability of Li0.1Na0.9Gd0.5Tb0.5(MoO4)(2) phosphor, and the obtained Li0.1Na0.9Gd0.5Tb0.42Eu0.08(MoO4)(2) phosphor possesses superior thermal stability, can be expected as a candidate phosphor for white light diodes.	[Chen, Huan; Ai, Shenghao; Dong, Chengli; Wang, Heng; Ning, Zhanglei; Liu, Mengjiao; Bi, Jian; Zhao, Yan; Lai, Xin; Gao, Daojiang] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610066, Peoples R China	Bi, J; Gao, DJ (reprint author), Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610066, Peoples R China.	bijian686@126.com; daojianggao@sicnu.edu.cn			Sichuan Science and Technology Program [2019YJ0525]; Scientific Research Fund of Sichuan Provincial Education Department of Sichuan Province [16TD0007, 18ZA0408]; National Science Foundation of China (NSFC)National Natural Science Foundation of China [51551202]	This work was supported by Sichuan Science and Technology Program (No. 2019YJ0525), Scientific Research Fund of Sichuan Provincial Education Department of Sichuan Province (16TD0007 and 18ZA0408) and the National Science Foundation of China (NSFC, No. 51551202).		55	0	0	0	0	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0022-2313	1872-7883		J LUMIN	J. Lumines.	JUN	2020	222								117116	10.1016/j.jlumin.2020.117116			10	Optics	Optics	LL7JN	WOS:000531733100015					2020-05-24	
J	Fan, XM; Pan, GF; Mao, Y; He, W				Fan, Xinmiao; Pan, Gaofeng; Mao, Yan; He, Wu			A personalized traffic simulation integrating emotion using a driving simulator	VISUAL COMPUTER			English	Article						Traffic simulation; Driving style; Change lanes; Driver model; Microscopic model	MODEL	Since driver's behavior is affected by driving environment and driver's individual characteristics, it is important to understand driver's behavior from these viewpoints. We present a novel driver's behavior simulation that considers both the stable personality of individuals and the changes in driving behavior when the environment changed. In this study, driving styles are classified as aggressive, careful, and anxious. The driving styles are analyzed from the perspectives of personality traits and emotion, and the driving parameters of each driving style are learned through simulator experiments. Given individual personality, traffic conditions, and driving environment as input, our approach can generate traffic flow that reflects driver's personalized driving behavior.	[Fan, Xinmiao; He, Wu] Sichuan Normal Univ, Coll Movie & Media, Chengdu 610068, Peoples R China; [Pan, Gaofeng] Beijing Inst Technol, Sch Informat & Elect, Beijing 100081, Peoples R China; [Mao, Yan] Sichuan Normal Univ, Coll Business, Chengdu, Sichuan, Peoples R China	He, W (reprint author), Sichuan Normal Univ, Coll Movie & Media, Chengdu 610068, Peoples R China.	paofeng.Pan.CN@ieee.org; maoyy85@outlook.com; wuhe83@163.com						37	0	0	1	1	SPRINGER	NEW YORK	ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES	0178-2789	1432-2315		VISUAL COMPUT	Visual Comput.	JUN	2020	36	6					1203	1218		10.1007/s00371-019-01732-4			16	Computer Science, Software Engineering	Computer Science	LI0TO	WOS:000529199400009					2020-05-24	
