PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Liu, ML; Lei, FY; Jiang, N; Zheng, QJ; Lin, DM				Liu, Mengli; Lei, Fengying; Jiang, Na; Zheng, Qiaoji; Lin, Dunmin			Enhanced piezoelectricity, bright up-conversion and down-conversion photoluminescence in Er3+ doped 0.94(BiNa)(0.5)TiO3-0.06BaTiO(3) multifunctional ceramics	MATERIALS RESEARCH BULLETIN			English	Article						Ceramics; Luminescence; Piezoelectricity; Ferroelectricity; Dielectric properties; Crystal structure	ELECTRICAL-PROPERTIES; LUMINESCENCE; MICROSTRUCTURE; GREEN	Multifunctional ceramics of 0.94(Bi1-xErxNa)(0.5)TiO3-0.06BaTiO(3) have been fabricated by an ordinary sintering technique, and their structure, piezoelectricity, ferroelectricity and photoluminescence have been studied. The rhombohedral and tetragonal phases co-exist in the ceramics with x = 0-0.036 and the concentration of Er3+ has no obvious influence on the crystal structure. The partial substitution of Er3+ for Bi3+ improves the piezoelectricity of the ceramic. The ceramics with x = 0-0.02 possess strong ferroelectricity (P-r = 26.7-29.6 mu C/cm(2)) and good piezoelectric properties (d(33) = 146-181 pC/N, k(p)= 21.2-34.1%, respectively). After the addition of Er3+, the ceramics exhibit the characteristic up/down-conversion emission of Er3+ ions. The ceramic with x = 0.032 possesses the strongest emissions at approximately 535 nm and 549 nm, which are attributed to H-2(11/2) -> I-4(15/2) and S-4(3/2) -> I-4(15/2) transitions, respectively. The ceramics with low Er2O3 levels exhibit simultaneously strong piezoelectricity, ferroelectricity and photoluminescence and thus may have a potential application in multifunctional devices. (C) 2015 Elsevier Ltd. All rights reserved.	[Liu, Mengli; Lei, Fengying; Jiang, Na; Zheng, Qiaoji; Lin, Dunmin] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610066, Peoples R China	Lin, DM (reprint author), Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610066, Peoples R China.	ddmd222@sicnu.edu.cn	Yin, Hong Mei/X-6192-2018; Lin, Dunmin/D-6765-2012	Lin, Dunmin/0000-0002-2245-6717	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [51572178]; Sichuan Normal University [SXK14001]; Education Department of Sichuan Province [15ZA0037, 15ZB0032]	This work was supported by the projects of National Natural Science Foundation of China (Grant No. 51572178), Sichuan Normal University (SXK14001) and Education Department of Sichuan Province (15ZA0037 and 15ZB0032).		31	15	15	1	16	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0025-5408	1873-4227		MATER RES BULL	Mater. Res. Bull.	FEB	2016	74						62	69		10.1016/j.materresbull.2015.10.008			8	Materials Science, Multidisciplinary	Materials Science	DA4MW	WOS:000367775000010					2020-05-24	
J	Fan, GY; Liu, QQ; Tang, DM; Li, XJ; Bi, J; Gao, DJ				Fan, Guangyin; Liu, Qingqing; Tang, Daomei; Li, Xiaojing; Bi, Jian; Gao, Daojiang			Nanodiamond supported Ru nanoparticles as an effective catalyst for hydrogen evolution from hydrolysis of ammonia borane	INTERNATIONAL JOURNAL OF HYDROGEN ENERGY			English	Article						Ruthenium; Ammonia borane; Nanodiamond; Hydrogen generation	MONODISPERSE RUTHENIUM NANOPARTICLES; HIGHLY-ACTIVE CATALYSTS; FACILE SYNTHESIS; PALLADIUM(0) NANOCLUSTERS; STABILIZED RUTHENIUM(0); EFFICIENT CATALYSTS; REUSABLE CATALYST; GENERATION; DEHYDROGENATION; STORAGE	Preparation of catalysts with high catalytic activity toward hydrogen generation from ammonia borane (AB) hydrolysis is of significant importance because of the important and versatile applications of hydrogen. Herein we report the synthesis of Ru nanoparticles supported on nanodiamond by a one-step approach through the reduction of RuCl3 using AB as reducing agent. The nanocomposites surfaces with large quantity of oxygen containing functional groups such as hydroxyl and carboxylic groups resulted in a homogeneous suspension in aqueous phase. The catalytic activity of Ru/nanodiamond was studied for hydrogen generation from AB hydrolysis at 25 degrees C. Results indicated that nanodiamond supported Ru nanoparticles with a mean particle size of 3.7 nm exhibited high catalytic activity for AB hydrolysis, with a turnover frequency number of 229 mol H-2 center dot(mol Ru center dot min)(-1). The high catalytic activity of Ru/nanodiamond demonstrates that nano diamond is a good media for nanoparticles immobilization. Copyright (c) 2015, Hydrogen Energy Publications, LLC. Published by Elsevier Ltd. All rights reserved.	[Fan, Guangyin; Bi, Jian; Gao, Daojiang] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610068, Peoples R China; [Fan, Guangyin; Liu, Qingqing; Tang, Daomei; Li, Xiaojing] China West Normal Univ, Coll Chem & Chem Engn, Nanchong 637009, Peoples R China	Fan, GY (reprint author), Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610068, Peoples R China.	fanguangyin@cwnu.edu.cn; bijian686@126.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [21207109]	We gratefully appreciate financial support from the National Natural Science Foundation of China (21207109).		45	52	53	7	88	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0360-3199	1879-3487		INT J HYDROGEN ENERG	Int. J. Hydrog. Energy	JAN 21	2016	41	3					1542	1549		10.1016/j.ijhydene.2015.10.083			8	Chemistry, Physical; Electrochemistry; Energy & Fuels	Chemistry; Electrochemistry; Energy & Fuels	DC8HW	WOS:000369461500018					2020-05-24	
J	Xiang, Y; Mo, ZW				Xiang, Yi; Mo, Zhi Wen			Quantum secret sharing protocol based on four-dimensional three-particle entangled states	MODERN PHYSICS LETTERS B			English	Article						Quantum secret sharing; four-dimensional; entangled state; measurement	EFFICIENT	In this paper, we proposed a three-party quantum secret sharing (QSS) scheme using four-dimensional three-particle entangled states. In this QSS scheme, each agent can obtain a shadow of the secret key by performing single-particle measurements. Compared with the existing QSS protocol, this scheme has high efficiency and can resist the eavesdropping attack and entangle-measuring attack, which using three-particle entangled states are based on four-dimensional Hilbert space.	[Xiang, Yi; Mo, Zhi Wen] Sichuan Normal Univ, Coll Math & Software Sci, Chengdu 610066, Peoples R China	Xiang, Y (reprint author), Sichuan Normal Univ, Coll Math & Software Sci, Chengdu 610066, Peoples R China.	xiangyiaoxiang@163.com			Specialized Research Fund for the Doctoral Program of Higher Education of ChinaSpecialized Research Fund for the Doctoral Program of Higher Education (SRFDP) [20135134110003]; Sichuan Provincial Natural Science Fund of China [2015JY0002]; Research Fund of the Education Department of Sichuan Province [15ZA0032]	This work is supported by Specialized Research Fund for the Doctoral Program of Higher Education of China (Grant No. 20135134110003), Sichuan Provincial Natural Science Fund of China (Grant No. 2015JY0002) and the Research Fund of the Education Department of Sichuan Province (Grant No. 15ZA0032).		31	5	5	1	4	WORLD SCIENTIFIC PUBL CO PTE LTD	SINGAPORE	5 TOH TUCK LINK, SINGAPORE 596224, SINGAPORE	0217-9849	1793-6640		MOD PHYS LETT B	Mod. Phys. Lett. B	JAN 20	2016	30	2							1550267	10.1142/S021798491550267X			10	Physics, Applied; Physics, Condensed Matter; Physics, Mathematical	Physics	DF0YY	WOS:000371066800002					2020-05-24	
J	Yang, T; Ji, XL; Li, XQ; Zhang, H; Wang, T				Yang, Ting; Ji, Xiaoling; Li, Xiaoqing; Zhang, Hao; Wang, Tao			Changes of skewness and sharpness of partially coherent decentered annular beams on propagation	OPTICS COMMUNICATIONS			English	Article						Skewness; Sharpness; Free space; Oceanic turbulence; Partially coherent decentered annular beam	OCEANIC TURBULENCE; KURTOSIS PARAMETER; FLUCTUATIONS; EVOLUTION; BEHAVIOR; MOMENTS; MODEL; PATH	Changes of skewness and sharpness of partially coherent decentered annular beams (PCDA beams) on propagation both in free space and in oceanic turbulence are studied. Based on the Wigner distribution function, the analytical expressions for the skewness parameter A and the kurtosis parameter K of PCDA beams are derived. The analytical expression for the oceanic turbulence parameter T' related to K is also derived, and characteristics of T' are examined. It is found that the behaviors of A and K in oceanic turbulence are quite different from those in free space. In free space, the mass of the intensity distribution may move from one side of the centroid position axis y(c) to another side at a certain propagation distance z(0), and z(0) is independent of the correlation parameter tau. The mass of the intensity distribution is concentrated on one side of y(c) on propagation only for a poorly coherent beam in free space, but it is always this situation for different value of tau when oceanic turbulence is not weak. In free space, it takes a leptokurtic profile in the far field, and a Gaussian profile appears only for a poorly coherent beam. However, in oceanic turbulence it always reaches a Gaussian profile for different value of r in the far field. (C) 2015 Elsevier B.V. All rights reserved.	[Yang, Ting; Ji, Xiaoling; Li, Xiaoqing; Wang, Tao] Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China; [Zhang, Hao] Southwest Inst Tech Phys, Chengdu 610041, Peoples R China	Ji, XL (reprint author), Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China.	jiXL100@163.com			National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China [61475105, 11404231]; Construction Plan for Scientific Research Innovation Teams of Universities in Sichuan Province [12TD008]	The authors are very thankful to the reviewers for their very valuable comments. This study was funded by the National Natural Science Foundation of China (NSFC) under Grant nos. 61475105 and 11404231, and by the Construction Plan for Scientific Research Innovation Teams of Universities in Sichuan Province under Grant no. 12TD008.		33	4	4	0	15	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0030-4018	1873-0310		OPT COMMUN	Opt. Commun.	JAN 15	2016	359						146	156		10.1016/j.optcom.2015.00.019			11	Optics	Optics	CV5RB	WOS:000364327600023					2020-05-24	
J	Zhou, BH; Zhou, BL; Zeng, YS; Zhou, GH; Duan, MY				Zhou, Benhu; Zhou, Benliang; Zeng, Yangsu; Zhou, Guanghui; Duan, Manyi			Tunable electronic and transport properties for ultranarrow armchair-edge silicene nanoribbons under spin-orbit coupling and perpendicular electric field	PHYSICS LETTERS A			English	Article						Electronic structure; Transport property; Spin-orbit coupling; Perpendicular electric field; ASiNR; NEGF	SURFACE	The electronic and transport properties for armchair-edge silicene nanoribbons (ASiNR) with effective spin-orbit coupling and potential energy were investigated by using the non-equilibrium Green's function method. The energy gaps and the conductance for ASiNRs can be effectively modulated by effective spin-orbit coupling lambda(SO) and the potential energy V-0. With increasing lambda(SO), the energy gap for 6-ASiNR and 7-ASiNR decreases, while it remains zero for metallic 8-ASiNR. Interestingly, an energy gap appears for 8-ASiNR in presence of V-0, which results in the appearance of a conductance gap for 8-ASiNR system. Additionally, the dependence of conductance on Anderson disorder strength has been studied. (C) 2015 Elsevier B.V. All rights reserved.	[Zhou, Benhu; Zeng, Yangsu] Shaoyang Univ, Dept Phys, Shaoyang 422001, Peoples R China; [Zhou, Benliang; Zhou, Guanghui] Hunan Normal Univ, Dept Phys, Changsha 410081, Hunan, Peoples R China; [Zhou, Benliang; Zhou, Guanghui] Hunan Normal Univ, Minist Educ, Key Lab Low Dimens Struct & Quantum Manipulat, Changsha 410081, Hunan, Peoples R China; [Duan, Manyi] Sichuan Normal Univ, Coll Phys & Elect Engn, Chengdu 610068, Peoples R China	Zhou, BH (reprint author), Shaoyang Univ, Dept Phys, Shaoyang 422001, Peoples R China.	zhoubenhu@163.com; ghzhou@hunnu.edu.cn	Zhou, Guanghui/H-4281-2014	Zhou, Guanghui/0000-0002-1536-3440	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [11304203, 11274108, 11404230]; Scientific Research Fund of Hunan Provincial Education DepartmentHunan Provincial Education Department [13B108]	This work was supported by the National Natural Science Foundation of China (Grant Nos. 11304203, 11274108, 11404230), and the Scientific Research Fund of Hunan Provincial Education Department (Grant No. 13B108).		34	17	17	2	56	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0375-9601	1873-2429		PHYS LETT A	Phys. Lett. A	JAN 8	2016	380	1-2					282	287		10.1016/j.physleta.2015.09.054			6	Physics, Multidisciplinary	Physics	CX0CU	WOS:000365365300046					2020-05-24	
J	Wang, Q; Fu, CK; Chen, SD; Yong, B; Chen, GY; Zong, H				Wang, Qiong; Fu, Changkun; Chen, Shunde; Yong, Bin; Chen, Guiying; Zong, Hao			The complete mitogenome of Asiatic Short-tailed Shrew Blarinella quadraticauda (Soricidae)	MITOCHONDRIAL DNA PART A			English	Article						Asiatic Short-tailed Shrew; Blarinella quadraticauda; complete mitochondrial genome; gene structure	COMPLETE MITOCHONDRIAL GENOME	The Asiatic Short-tailed Shrew, Blarinella quadraticauda, is an endemic shrew to China, and is only distributed in Sichuan. In this study, the complete mitochondrial genome sequence of B. quadraticauda was determined. The mitogenome is 17,014 base pairs in length and contains 13 protein-coding genes, 2 ribosomal RNA genes, 22 transfer RNA genes and 1 control region, with a base composition of 33.3 % A, 31.8% T, 22.3% C and 12.6% G. This study contributes to illuminating taxonomic status of the Asiatic Short-tailed Shrew, B. quadraticauda.	[Wang, Qiong; Fu, Changkun; Chen, Shunde; Yong, Bin; Chen, Guiying; Zong, Hao] Sichuan Normal Univ, Coll Life Sci, Chengdu 610066, Peoples R China	Chen, SD (reprint author), Sichuan Normal Univ, Coll Life Sci, Chengdu 610066, Peoples R China.	Csd111@126.com; Bingyong1225@163.com			Applied Basic Research Program of Sichuan Science and Technology Department [2013JY0170]; Doctor Startup Foundation of Sichuan Normal University [030705]; Education Department of Sichuan Province [13ZA0146]; Sichuan Normal University; Experimental Technology and Management of Sichuan Normal University [SYJS2013-11, SYJS2013-12]	The authors report no conflicts of interest. The authors alone are responsible for the content and writing of the paper. This research was funded by the Applied Basic Research Program of Sichuan Science and Technology Department (No. 2013JY0170), Doctor Startup Foundation of Sichuan Normal University (No. 030705), The key project of Education Department of Sichuan Province (13ZA0146), The Major Training Program of Sichuan Normal University and Experimental Technology and Management of Sichuan Normal University (No. SYJS2013-11; No. SYJS2013-12).		12	4	4	0	1	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	2470-1394	2470-1408		MITOCHONDRIAL DNA A	Mitochondrial DNA Part A	JAN 2	2016	27	1					282	283		10.3109/19401736.2014.892078			2	Genetics & Heredity	Genetics & Heredity	CY4OR	WOS:000366388100122	24660918				2020-05-24	
J	Li, Q; Wang, Q; Chen, GY; Fu, CK; Chen, SD				Li, Qun; Wang, Qiong; Chen, Guiying; Fu, Changkun; Chen, Shunde			The complete mitogenome of Chinese Mole Shrew, Anourosorex squamipes (Soricidae)	MITOCHONDRIAL DNA PART A			English	Article						Anourosorex squamipes; Chinese Mole Shrew; complete mitochondrial genome; gene structure	COMPLETE MITOCHONDRIAL GENOME; PHYLOGENY	The Chinese Mole Shrew, Anourosorex squamipes belongs to the family Soricidae, and widely distributes in central and southern China, northern and south Burma, east India, northern Vietnam and Thailand. In this study, the complete mitochondrial genome sequence of Anourosorex squamipes was determined. The mitogenome is 17,121 base pairs in length and contains 13 protein-coding genes, 2 ribosomal RNA genes, 22 transfer RNA genes, and 1 control region, with base composition of 34.0% A, 31.3% T, 22.0% C, and 12.7% G. The genome organization, nucleotide composition and codon usage did not differ significantly from those of other shrews. The study contributes to illuminating taxonomic status of Chinese Mole Shrew Anourosorex squamipes.	[Li, Qun; Wang, Qiong; Chen, Guiying; Fu, Changkun; Chen, Shunde] Sichuan Normal Univ, Coll Life Sci, Chengdu 610066, Peoples R China	Chen, SD (reprint author), Sichuan Normal Univ, Coll Life Sci, Chengdu 610066, Peoples R China.	csd111@126.com			Applied Basic Research Program of Sichuan Science and Technology Department [2013JY0170]; Achievement Cultivation Project of Sichuan Province Education Department [12ZZ009]	The authors report no conflicts of interest. The authors alone are responsible for the content and writing of the paper. The Applied Basic Research Program of Sichuan Science and Technology Department (No. 2013JY0170), The Achievement Cultivation Project of Sichuan Province Education Department (12ZZ009), Experimental Technology and Management of Sichuan Normal University (No. SYJS2013-12).		16	4	4	0	2	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	2470-1394	2470-1408		MITOCHONDRIAL DNA A	Mitochondrial DNA Part A	JAN 2	2016	27	1					553	554		10.3109/19401736.2014.905854			2	Genetics & Heredity	Genetics & Heredity	CY4OR	WOS:000366388100222	24708118				2020-05-24	
J	Tu, K; Xia, FQ; Yao, JC				Tu, K.; Xia, F. Q.; Yao, J. C.			An iterative algorithm for solving generalized variational inequality problems and fixed point problems	APPLICABLE ANALYSIS			English	Article						generalized variational inequality; hyperplane; Armijo-type linesearch; nonexpansive mapping; fixed point	APPROXIMATE PROXIMAL ALGORITHMS; STRONG-CONVERGENCE THEOREMS; NONEXPANSIVE-MAPPINGS; EXTRAGRADIENT METHOD; PROJECTION	We propose an iterative scheme for finding a common element of fixed points set of a nonexpansive mapping and the solutions set of a generalized variational inequality problem in Euclidean space R-n. Under some mild conditions, we establish the convergence theorem for the proposed algorithm. We also give a suitable condition to ensure the intersection of fixed points set of a nonexpansive mapping and the solutions set of a generalized variational inequality problem to be nonempty. In addition, under certain error bound conditions, we prove the convergence rate of the iterative sequence. Preliminary computational experience is also reported.	[Tu, K.; Xia, F. Q.] Sichuan Normal Univ, Dept Math, Chengdu 610068, Sichuan, Peoples R China; [Yao, J. C.] Kaohsiung Med Univ, Ctr Fundamental Sci, Kaohsiung 80708, Taiwan	Yao, JC (reprint author), Kaohsiung Med Univ, Ctr Fundamental Sci, Kaohsiung 80708, Taiwan.	yaojc@kmu.edu.tw	Tu, Kai/Y-9830-2019; Xia, Fuquan/AAM-6473-2020	Tu, Kai/0000-0002-0557-6792; 	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [10671135]; Key Project of Chinese Ministry of EducationMinistry of Education, China [212147]; Grant NSC [103-2923-E-037-001-MY3]	This work was supported by the National Natural Science Foundation of China [grant number 10671135]; the Key Project of Chinese Ministry of Education [grant number 212147]. The work of the third author was partially supported by the Grant NSC [grant number 103-2923-E-037-001-MY3].		31	1	1	0	10	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	0003-6811	1563-504X		APPL ANAL	Appl. Anal.	JAN 2	2016	95	1					209	225		10.1080/00036811.2014.1002190			17	Mathematics, Applied	Mathematics	CX2UT	WOS:000365553000014					2020-05-24	
J	Zhang, Q; He, TT; Wei, HX; Li, FJ; Feng, YC; Zong, H; Chen, SD				Zhang, Qi; He, Tingting; Wei, Haixue; Li, Fengjun; Feng, Yuanchao; Zong, Hao; Chen, Shunde			Characterization of the complete mitochondrial genome and phylogenetic relationship of Neodon sikimensis (Rodentia: Arvicolinae)	MITOCHONDRIAL DNA PART B-RESOURCES			English	Article						Arvicolinae; complete mitochondrial genome; phylogenetic relationship; Sikkim mountain vole		The Sikkim Mountain vole (Neodon sikimensis) belongs to the subfamily Arvicolinae. In this study, we sequenced the complete mitochondrial genome of N. sikimensis. It was determined to be 16,330 bp long and contained 13 protein-coding genes, 2 ribosomal RNA genes, 22 transfer RNA genes and 1 control region. The nucleotide sequence data of 12 heavy-strand protein-coding genes of N. sikimensis and other 22 rodents were used for phylogenetic analysis. Tree constructed using Bayesian phylogenetic methods demonstrated that N. sikimensis was a sister to N. irene, and Microtus genus species did not cluster together with each other, making the genus a paraphyletic group.	[Zhang, Qi; He, Tingting; Wei, Haixue; Li, Fengjun; Feng, Yuanchao; Zong, Hao; Chen, Shunde] Sichuan Normal Univ, Coll Life Sci, Chengdu 610066, Peoples R China	Zong, H; Chen, SD (reprint author), Sichuan Normal Univ, Coll Life Sci, Chengdu 610066, Peoples R China.	zonghaocsd@163.com; csd111@126.com			China Postdoctoral Science FoundationChina Postdoctoral Science Foundation [2015M570801]; Key Project of Education Department of Sichuan Province [15ZA0027]; Experimental Technology and Management of Sichuan Normal University [SYJS2015-04]; Project of Chengdu Municipal Science and Technology Bureau [2015-HM01-00134-SF]	This research was funded by China Postdoctoral Science Foundation (2015M570801); The Key Project of Education Department of Sichuan Province (No. 15ZA0027); Experimental Technology and Management of Sichuan Normal University (No. SYJS2015-04); The Project of Chengdu Municipal Science and Technology Bureau (No. 2015-HM01-00134-SF).		9	0	0	0	1	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	2380-2359			MITOCHONDRIAL DNA B	Mitochondrial DNA Part B-Resour.		2016	1						445	446		10.1080/23802359.2016.1180561			2	Genetics & Heredity	Genetics & Heredity	EV8OM	WOS:000402041200206		Other Gold			2020-05-24	
J	Wang, T; Jiang, ZF; Zhu, L; Ji, XL				Wang, Tao; Jiang, Zhenfei; Zhu, Li; Ji, Xiaoling			The spectrum of light wave on scattering from an anisotropic semisoft-boundary medium	OPTIK			English	Article						Light wave scattering; Spectrum; Rotational symmetry	QUASI-HOMOGENEOUS MEDIA; INVERSE PROBLEMS; PARTICLES; SWITCHES; SYSTEM; SHIFTS; BEAM	It is shown that when a polychromatic plane light wave is scattered from an anisotropic semisoft-boundary medium, the magnitude of the spectral shift and the direction at which the spectral switch occurs are, in general, dependent on the azimuth angle. We discussed the possibility for anisotropic semisoft-boundary medium to producing scattered field with rotational symmetric spectrum and presented the condition for the rotational symmetry of the far-zone scattered spectrum. This result was illustrated with numerical calculations. (C) 2016 Elsevier GmbH. All rights reserved.	[Wang, Tao; Jiang, Zhenfei; Zhu, Li; Ji, Xiaoling] Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China	Wang, T (reprint author), Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China.	towerwang@126.com			National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China [11404231, 61475105]	This research was supported by the National Natural Science Foundation of China (NSFC) under grants 11404231 and 61475105.		24	2	2	0	6	ELSEVIER GMBH, URBAN & FISCHER VERLAG	JENA	OFFICE JENA, P O BOX 100537, 07705 JENA, GERMANY	0030-4026			OPTIK	Optik		2016	127	20					9231	9235		10.1016/j.ijleo.2016.06.116			5	Optics	Optics	EL5AD	WOS:000394632900009					2020-05-24	
